bioguide_id,declarant_name,last,first,party,chamber,state,district
G000598,Robert Garcia,Garcia,Robert,Democrat,house,CA,42.0
P000620,Brittany Pettersen,Pettersen,Brittany,Democrat,house,CO,7.0
B001314,Aaron Bean,Bean,Aaron,Republican,house,FL,4.0
M001216,Cory Mills,Mills,Cory,Republican,house,FL,7.0
F000476,Maxwell Frost,Frost,Maxwell,Democrat,house,FL,10.0
L000596,Anna Paulina Luna,Luna,Anna,Republican,house,FL,13.0
L000597,Laurel M. Lee,Lee,Laurel,Republican,house,FL,15.0
M001217,Jared Moskowitz,Moskowitz,Jared,Democrat,house,FL,23.0
M001218,Richard McCormick,McCormick,Rich,Republican,house,GA,7.0
C001129,Mike Collins,Collins,Mike,Republican,house,GA,10.0
M001219,James C. Moylan,Moylan,James (Jim),Republican,house,GU,0.0
T000487,Jill N. Tokuda,Tokuda,Jill,Democrat,house,HI,2.0
N000193,Zachary Nunn,Nunn,Zachary (Zach),Republican,house,IA,3.0
J000309,Jonathan L. Jackson,Jackson,Jonathan,Democrat,house,IL,1.0
R000617,Delia C. Ramirez,Ramirez,Delia,Democrat,house,IL,3.0
B001315,Nikki Budzinski,Budzinski,Nicole (Nikki),Democrat,house,IL,13.0
S001225,Eric Sorensen,Sorensen,Eric,Democrat,house,IL,17.0
H001093,Erin Houchin,Houchin,Erin,Republican,house,IN,9.0
M001220,Morgan McGarvey,McGarvey,Morgan,Democrat,house,KY,3.0
I000058,Glenn Ivey,Ivey,Glenn,Democrat,house,MD,4.0
S001221,Hillary J. Scholten,Scholten,Hillary,Democrat,house,MI,3.0
J000307,John James,James,John,Republican,house,MI,10.0
T000488,Shri Thanedar,Thanedar,Shri,Democrat,house,MI,13.0
A000379,Mark Alford,Alford,Mark,Republican,house,MO,4.0
B001316,Eric Burlison,Burlison,Eric,Republican,house,MO,7.0
E000235,Mike Ezell,Ezell,Mike,Republican,house,MS,4.0
D000230,Donald G. Davis,Davis,Donald,Democrat,house,NC,1.0
F000477,Valerie P. Foushee,Foushee,Valerie,Democrat,house,NC,4.0
E000246,Chuck Edwards,Edwards,Charles (Chuck),Republican,house,NC,11.0
K000398,"Thomas H. Kean, Jr.",Kean,Thomas,Republican,house,NJ,7.0
M001226,Robert Menendez,Menendez,Robert,Democrat,house,NJ,8.0
V000136,Gabe Vasquez,Vasquez,Gabriel (Gabe),Democrat,house,NM,2.0
L000598,Nick LaLota,LaLota,Nicolas,Republican,house,NY,1.0
G000599,Daniel S. Goldman,Goldman,Dan,Democrat,house,NY,10.0
L000599,Michael Lawler,Lawler,Michael,Republican,house,NY,17.0
L000600,Nicholas A. Langworthy,Langworthy,Nicholas,Republican,house,NY,23.0
L000601,Greg Landsman,Landsman,Greg,Democrat,house,OH,1.0
M001222,Max L. Miller,Miller,Max,Republican,house,OH,7.0
S001223,Emilia Strong Sykes,Sykes,Emilia,Democrat,house,OH,13.0
B001317,Josh Brecheen,Brecheen,Josh,Republican,house,OK,2.0
H001094,Val T. Hoyle,Hoyle,Valerie,Democrat,house,OR,4.0
S001226,Andrea Salinas,Salinas,Andrea,Democrat,house,OR,6.0
L000602,Summer L. Lee,Lee,Summer,Democrat,house,PA,12.0
D000530,Christopher R. Deluzio,Deluzio,Chris,Democrat,house,PA,17.0
M001223,Seth Magaziner,Magaziner,Seth,Democrat,house,RI,2.0
F000478,Russell Fry,Fry,Russell,Republican,house,SC,7.0
O000175,Andrew Ogles,Ogles,Andrew,Republican,house,TN,5.0
M001224,Nathaniel Moran,Moran,Nathaniel,Republican,house,TX,1.0
S001224,Keith Self,Self,Keith,Republican,house,TX,3.0
L000603,Morgan Luttrell,Luttrell,Morgan,Republican,house,TX,8.0
D000594,Monica De La Cruz,De La Cruz,Mónica,Republican,house,TX,15.0
C001130,Jasmine Crockett,Crockett,Jasmine,Democrat,house,TX,30.0
C001131,Greg Casar,Casar,Gregorio,Democrat,house,TX,35.0
H001095,Wesley Hunt,Hunt,Wesley,Republican,house,TX,38.0
K000399,Jennifer A. Kiggans,Kiggans,Jennifer,Republican,house,VA,2.0
B001318,Becca Balint,Balint,Becca,Democrat,house,VT,0.0
G000600,Marie Gluesenkamp Perez,Gluesenkamp Perez,Marie,Democrat,house,WA,3.0
V000135,Derrick Van Orden,Van Orden,Derrick,Republican,house,WI,3.0
H001096,Harriet M. Hageman,Hageman,Harriet,Republican,house,WY,0.0
R000618,Pete Ricketts,Ricketts,Pete,Republican,senate,NE,
M001227,Jennifer L. McClellan,McClellan,Jennifer,Democrat,house,VA,4.0
A000380,Gabe Amo,Amo,Gabe,Democrat,house,RI,1.0
M001228,Celeste Maloy,Maloy,Celeste,Republican,house,UT,2.0
S001201,Thomas R. Suozzi,Suozzi,Thomas,Democrat,house,NY,3.0
K000402,Timothy M. Kennedy,Kennedy,Timothy,Democrat,house,NY,26.0
F000480,Vince Fong,Fong,Vince,Republican,house,CA,20.0
R000619,Michael A. Rulli,Rulli,Michael,Republican,house,OH,6.0
M001229,LaMonica McIver,McIver,LaMonica,Democrat,house,NJ,10.0
W000829,Tony Wied,Wied,Tony,Republican,house,WI,8.0
F000110,Cleo Fields,Fields,Cleo,Democrat,house,LA,6.0
S001188,Marlin A. Stutzman,Stutzman,Marlin,Republican,house,IN,3.0
C001123,"Gilbert Ray Cisneros, Jr.",Cisneros,Gilbert,Democrat,house,CA,31.0
B001323,Nicholas J. Begich III,Begich,Nicholas,Republican,house,AK,0.0
F000481,Shomari Figures,Figures,Shomari,Democrat,house,AL,2.0
A000381,Yassamin Ansari,Ansari,Yassamin,Democrat,house,AZ,3.0
H001098,Abraham J. Hamadeh,Hamadeh,Abraham,Republican,house,AZ,8.0
S001231,Lateefah Simon,Simon,Lateefah,Democrat,house,CA,12.0
G000605,Adam Gray,Gray,Adam,Democrat,house,CA,13.0
L000607,Sam T. Liccardo,Liccardo,Sam,Democrat,house,CA,16.0
W000830,George Whitesides,Whitesides,George,Democrat,house,CA,27.0
R000620,Luz M. Rivas,Rivas,Luz,Democrat,house,CA,29.0
F000483,Laura Friedman,Friedman,Laura,Democrat,house,CA,30.0
T000491,Derek Tran,Tran,Derek,Democrat,house,CA,45.0
M001241,Dave Min,Min,Dave,Democrat,house,CA,47.0
H001100,Jeff Hurd,Hurd,Jeff,Republican,house,CO,3.0
C001137,Jeff Crank,Crank,Jeff,Republican,house,CO,5.0
E000300,Gabe Evans,Evans,Gabe,Republican,house,CO,8.0
M001238,Sarah McBride,McBride,Sarah,Democrat,house,DE,0.0
H001099,Mike Haridopolos,Haridopolos,Mike,Republican,house,FL,8.0
J000311,Brian Jack,Jack,Brian,Republican,house,GA,3.0
S001229,Jefferson Shreve,Shreve,Jefferson,Republican,house,IN,6.0
M001233,Mark B. Messmer,Messmer,Mark,Republican,house,IN,8.0
S001228,Derek Schmidt,Schmidt,Derek,Republican,house,KS,2.0
O000176,"Johnny Olszewski, Jr.",Olszewski,Johnny,Democrat,house,MD,2.0
E000301,Sarah Elfreth,Elfreth,Sarah,Democrat,house,MD,3.0
M001232,April McClain Delaney,McClain Delaney,April,Democrat,house,MD,6.0
B001321,Tom Barrett,Barrett,Tom,Republican,house,MI,7.0
M001237,Kristen McDonald Rivet,McDonald Rivet,Kristen,Democrat,house,MI,8.0
M001234,Kelly Morrison,Morrison,Kelly,Democrat,house,MN,3.0
B001324,Wesley Bell,Bell,Wesley,Democrat,house,MO,1.0
O000177,"Robert F. Onder, Jr.",Onder,Robert,Republican,house,MO,3.0
K000404,Kimberlyn King-Hinds,King-Hinds,Kimberlyn,Republican,house,MP,0.0
D000634,Troy Downing,Downing,Troy,Republican,house,MT,2.0
M001240,Addison P. McDowell,McDowell,Addison,Republican,house,NC,6.0
H001102,Mark Harris,Harris,Mark,Republican,house,NC,8.0
H001101,Pat Harrigan,Harrigan,Pat,Republican,house,NC,10.0
K000405,Brad Knott,Knott,Brad,Republican,house,NC,13.0
M001236,Tim Moore,Moore,Tim,Republican,house,NC,14.0
F000482,Julie Fedorchak,Fedorchak,Julie,Republican,house,ND,0.0
G000604,Maggie Goodlander,Goodlander,Maggie,Democrat,house,NH,2.0
C001136,"Herbert C. Conaway, Jr.",Conaway,Herbert,Democrat,house,NJ,3.0
P000621,Nellie Pou,Pou,Nellie,Democrat,house,NJ,9.0
G000602,Laura Gillen,Gillen,Laura,Democrat,house,NY,4.0
L000606,George Latimer,Latimer,George,Democrat,house,NY,16.0
R000622,Josh Riley,Riley,Josh,Democrat,house,NY,19.0
M001231,John W. Mannion,Mannion,John,Democrat,house,NY,22.0
T000490,David J. Taylor,Taylor,David,Republican,house,OH,2.0
D000635,Maxine Dexter,Dexter,Maxine,Democrat,house,OR,3.0
B001326,Janelle S. Bynum,Bynum,Janelle,Democrat,house,OR,5.0
M001230,Ryan Mackenzie,Mackenzie,Ryan,Republican,house,PA,7.0
B001327,"Robert P. Bresnahan, Jr.",Bresnahan,Robert,Republican,house,PA,8.0
H001103,Pablo José Hernández,Hernández Rivera,Pablo José,Democrat,house,PR,0.0
B001325,Sheri Biggs,Biggs,Sheri,Republican,house,SC,3.0
G000601,Craig A. Goldman,Goldman,Craig,Republican,house,TX,12.0
G000603,Brandon Gill,Gill,Brandon,Republican,house,TX,26.0
J000310,Julie Johnson,Johnson,Julie,Democrat,house,TX,32.0
K000403,Mike Kennedy,Kennedy,Mike,Republican,house,UT,3.0
M001239,John J. McGuire III,McGuire,John,Republican,house,VA,5.0
V000138,Eugene Simon Vindman,Vindman,Eugene,Democrat,house,VA,7.0
S001230,Suhas Subramanyam,Subramanyam,Suhas,Democrat,house,VA,10.0
B001322,Michael Baumgartner,Baumgartner,Michael,Republican,house,WA,5.0
R000621,Emily Randall,Randall,Emily,Democrat,house,WA,6.0
M001235,Riley M. Moore,Moore,Riley,Republican,house,WV,2.0
P000622,Jimmy Patronis,Patronis,Jimmy,Republican,house,FL,1.0
F000484,Randy Fine,Fine,Randall,Republican,house,FL,6.0
W000831,James R. Walkinshaw,Walkinshaw,James,Democrat,house,VA,11.0
G000606,Adelita S. Grijalva,Grijalva,Adelita,Democrat,house,AZ,7.0
V000139,Matt Van Epps,Van Epps,Matt,Republican,house,TN,7.0
M001245,Christian D. Menefee,Menefee,Christian,Democrat,house,TX,18.0
A000383,Alan Armstrong,Armstrong,Alan,Republican,senate,OK,
F000485,Clay Fuller,Fuller,Clay,Republican,house,GA,14.0
M001246,Analilia Mejia,Mejia,Analilia,Democrat,house,NJ,11.0
G000607,James Gallagher,Gallagher,James,Republican,house,CA,1.0
H001104,Jon Husted,Husted,Jon,Republican,senate,OH,
M001244,Ashley Moody,Moody,Ashley,Republican,senate,FL,
G000596,Marjorie Taylor Greene,Greene,Marjorie,Republican,house,GA,14.0
L000578,Doug LaMalfa,LaMalfa,Doug,Republican,house,CA,1.0
M001190,Markwayne Mullin,Mullin,Markwayne,Republican,senate,OK,
S001193,Eric Swalwell,Swalwell,Eric,Democrat,house,CA,14.0
G000594,Tony Gonzales,Gonzales,Ernest,Republican,house,TX,23.0
C001127,Sheila Cherfilus-McCormick,Cherfilus-McCormick,Sheila,Democrat,house,FL,20.0
S001157,David Scott,Scott,David,Democrat,house,GA,13.0
B000944,Sherrod Brown,Brown,Sherrod,Democrat,senate,OH,
C000141,Benjamin L. Cardin,Cardin,Benjamin,Democrat,senate,MD,
C000174,Thomas R. Carper,Carper,Thomas,Democrat,senate,DE,
C001070,"Robert P. Casey, Jr.",Casey,Robert,Democrat,senate,PA,
S000770,Debbie Stabenow,Stabenow,Debbie,Democrat,senate,MI,
T000464,Jon Tester,Tester,Jon,Democrat,senate,MT,
M001183,"Joe Manchin, III",Manchin,Joe,Independent,senate,WV,
B000574,Earl Blumenauer,Blumenauer,Earl,Democrat,house,OR,3.0
B001275,Larry Bucshon,Bucshon,Larry,Republican,house,IN,8.0
B001248,Michael C. Burgess,Burgess,Michael,Republican,house,TX,26.0
D000615,Jeff Duncan,Duncan,Jeff,Republican,house,SC,3.0
E000215,Anna G. Eshoo,Eshoo,Anna,Democrat,house,CA,16.0
G000377,Kay Granger,Granger,Kay,Republican,house,TX,12.0
L000564,Doug Lamborn,Lamborn,Doug,Republican,house,CO,5.0
L000551,Barbara Lee,Lee,Barbara,Democrat,house,CA,12.0
L000569,Blaine Luetkemeyer,Luetkemeyer,Blaine,Republican,house,MO,3.0
M001156,Patrick T. McHenry,McHenry,Patrick,Republican,house,NC,10.0
M001159,Cathy McMorris Rodgers,McMorris Rodgers,Cathy,Republican,house,WA,5.0
N000179,Grace F. Napolitano,Napolitano,Grace,Democrat,house,CA,31.0
P000599,Bill Posey,Posey,Bill,Republican,house,FL,8.0
R000576,C. A. Dutch Ruppersberger,Ruppersberger,C.,Democrat,house,MD,2.0
S001177,Gregorio Kilili Camacho Sablan,Sablan,Gregorio,Democrat,house,MP,0.0
S001168,John P. Sarbanes,Sarbanes,John,Democrat,house,MD,3.0
S001191,Kyrsten Sinema,Sinema,Kyrsten,Independent,senate,AZ,
C001097,Tony Cárdenas,Cárdenas,Tony,Democrat,house,CA,29.0
K000380,Daniel T. Kildee,Kildee,Daniel,Democrat,house,MI,8.0
K000382,Ann M. Kuster,Kuster,Ann,Democrat,house,NH,2.0
W000815,Brad R. Wenstrup,Wenstrup,Brad,Republican,house,OH,2.0
C001090,Matt Cartwright,Cartwright,Matthew,Democrat,house,PA,8.0
K000381,Derek Kilmer,Kilmer,Derek,Democrat,house,WA,6.0
G000577,Garret Graves,Graves,Garret,Republican,house,LA,6.0
M001195,Alexander X. Mooney,Mooney,Alexander,Republican,house,WV,2.0
F000465,A. Drew Ferguson IV,Ferguson,A.,Republican,house,GA,3.0
G000582,Jenniffer González-Colón,González-Colón,Jenniffer,Republican,house,PR,0.0
L000589,Debbie Lesko,Lesko,Debbie,Republican,house,AZ,8.0
W000826,Susan Wild,Wild,Susan,Democrat,house,PA,7.0
P000618,Katie Porter,Porter,Katie,Democrat,house,CA,47.0
P000615,Greg Pence,Pence,Greg,Republican,house,IN,6.0
T000483,David J. Trone,Trone,David,Democrat,house,MD,6.0
P000616,Dean Phillips,Phillips,Dean,Democrat,house,MN,3.0
A000376,Colin Z. Allred,Allred,Colin,Democrat,house,TX,32.0
S001209,Abigail Davis Spanberger,Spanberger,Abigail,Democrat,house,VA,7.0
W000825,Jennifer Wexton,Wexton,Jennifer,Democrat,house,VA,10.0
B001310,Mike Braun,Braun,Mike,Republican,senate,IN,
R000615,Mitt Romney,Romney,Mitt,Republican,senate,UT,
B001311,Dan Bishop,Bishop,Dan,Republican,house,NC,8.0
G000061,Mike Garcia,Garcia,Mike,Republican,house,CA,27.0
C001054,Jerry L. Carl,Carl,Jerry,Republican,house,AL,1.0
S001135,Michelle Steel,Steel,Michelle,Republican,house,CA,45.0
L000266,Jake LaTurner,LaTurner,Jacob,Republican,house,KS,2.0
B001224,Cori Bush,Bush,Cori,Democrat,house,MO,1.0
R000103,"Matthew M. Rosendale, Sr.",Rosendale,Matthew,Republican,house,MT,2.0
M001135,Kathy E. Manning,Manning,Kathy,Democrat,house,NC,6.0
B001223,Jamaal Bowman,Bowman,Jamaal,Democrat,house,NY,16.0
G000595,Bob Good,Good,Robert,Republican,house,VA,5.0
P000619,Mary Sattler Peltola,Peltola,Mary,Democrat,house,AK,0.0
D000633,John S. Duarte,Duarte,John,Republican,house,CA,13.0
C001134,Yadira Caraveo,Caraveo,Yadira,Democrat,house,CO,8.0
N000194,Wiley Nickel,Nickel,Wiley,Democrat,house,NC,13.0
D000632,Anthony D’Esposito,D'Esposito,Anthony,Republican,house,NY,4.0
M001221,Marcus J. Molinaro,Molinaro,Marcus,Republican,house,NY,19.0
W000828,Brandon Williams,Williams,Brandon,Republican,house,NY,22.0
C001135,Lori Chavez-DeRemer,Chavez-DeRemer,Lori,Republican,house,OR,5.0
L000604,Greg Lopez,Lopez,Greg,Republican,house,CO,4.0
L000605,Erica Lee Carter,Lee Carter,Erica,Democrat,house,TX,18.0
V000137,J.D. Vance,Vance,James David,Republican,senate,OH,
R000595,Marco Rubio,Rubio,Marco,Republican,senate,FL,
W000823,Michael Waltz,Waltz,Michael,Republican,house,FL,6.0
T000489,Sylvester Turner,Turner,Sylvester,Democrat,house,TX,18.0
G000551,Raúl M. Grijalva,Grijalva,Raúl,Democrat,house,AZ,7.0
C001078,Gerald E. Connolly,Connolly,Gerald,Democrat,house,VA,11.0
G000590,Mark E. Green,Green,Mark,Republican,house,TN,7.0
S001207,Mikie Sherrill,Sherrill,Mikie,Democrat,house,NJ,11.0
J000292,Bill Johnson,Johnson,Bill,Republican,house,OH,6.0
H001038,Brian Higgins,Higgins,Brian,Democrat,house,NY,26.0
P000604,"Donald M. Payne, Jr.",Payne,Donald,Democrat,house,NJ,10.0
B001297,Ken Buck,Buck,Ken,Republican,house,CO,4.0
G000579,Mike Gallagher,Gallagher,Mike,Republican,house,WI,8.0
J000032,Sheila Jackson Lee,Jackson Lee,Sheila,Democrat,house,TX,18.0
P000096,"Bill Pascrell, Jr.",Pascrell,Bill,Democrat,house,NJ,9.0
M000639,Robert Menendez,Menendez,Robert,Democrat,senate,NJ,
G000578,Matt Gaetz,Gaetz,Matt,Republican,house,FL,1.0
B001320,Laphonza R. Butler,Butler,Laphonza,Democrat,senate,CA,
H001097,George S. Helmy,Helmy,George,Democrat,senate,NJ,
A000377,Kelly Armstrong,Armstrong,Kelly,Republican,house,ND,0.0
J000308,Jeff Jackson,Jackson,Jeffrey,Democrat,house,NC,14.0
B001270,Karen Bass,Bass,Karen,Democrat,house,CA,37.0
B000575,Roy Blunt,Blunt,Roy,Republican,senate,MO,
B000755,Kevin Brady,Brady,Kevin,Republican,house,TX,8.0
B001274,Mo Brooks,Brooks,Mo,Republican,house,AL,5.0
B001135,Richard Burr,Burr,Richard,Republican,senate,NC,
C000266,Steve Chabot,Chabot,Steve,Republican,house,OH,1.0
C000754,Jim Cooper,Cooper,Jim,Democrat,house,TN,5.0
D000191,Peter A. DeFazio,DeFazio,Peter,Democrat,house,OR,4.0
G000563,Bob Gibbs,Gibbs,Bob,Republican,house,OH,7.0
G000552,Louie Gohmert,Gohmert,Louie,Republican,house,TX,1.0
H001053,Vicky Hartzler,Hartzler,Vicky,Republican,house,MO,4.0
H001056,Jaime Herrera Beutler,Herrera Beutler,Jaime,Republican,house,WA,3.0
J000126,Eddie Bernice Johnson,Johnson,Eddie,Democrat,house,TX,30.0
K000188,Ron Kind,Kind,Ron,Democrat,house,WI,3.0
K000378,Adam Kinzinger,Kinzinger,Adam,Republican,house,IL,16.0
L000559,James R. Langevin,Langevin,James,Democrat,house,RI,2.0
L000174,Patrick J. Leahy,Leahy,Patrick,Democrat,senate,VT,
L000576,Billy Long,Long,Billy,Republican,house,MO,7.0
M000087,Carolyn B. Maloney,Maloney,Carolyn,Democrat,house,NY,12.0
M001180,David B. McKinley,McKinley,David,Republican,house,WV,1.0
M001166,Jerry McNerney,McNerney,Jerry,Democrat,house,CA,9.0
P000601,Steven M. Palazzo,Palazzo,Steven,Republican,house,MS,4.0
P000593,Ed Perlmutter,Perlmutter,Ed,Democrat,house,CO,7.0
P000449,Rob Portman,Portman,Robert,Republican,senate,OH,
P000523,David E. Price,Price,David,Democrat,house,NC,4.0
R000486,Lucille Roybal-Allard,Roybal-Allard,Lucille,Democrat,house,CA,40.0
R000515,Bobby L. Rush,Rush,Bobby,Democrat,house,IL,1.0
R000577,Tim Ryan,Ryan,Tim,Democrat,house,OH,13.0
S001180,Kurt Schrader,Schrader,Kurt,Democrat,house,OR,5.0
S000320,Richard C. Shelby,Shelby,Richard,Republican,senate,AL,
S001165,Albio Sires,Sires,Albio,Democrat,house,NJ,8.0
S001175,Jackie Speier,Speier,Jackie,Democrat,house,CA,14.0
T000461,Patrick J. Toomey,Toomey,Patrick,Republican,senate,PA,
U000031,Fred Upton,Upton,Fred,Republican,house,MI,6.0
Y000062,John A. Yarmuth,Yarmuth,John,Democrat,house,KY,3.0
L000579,Alan S. Lowenthal,Lowenthal,Alan,Democrat,house,CA,47.0
D000619,Rodney Davis,Davis,Rodney,Republican,house,IL,13.0
B001286,Cheri Bustos,Bustos,Cheri,Democrat,house,IL,17.0
M001185,Sean Patrick Maloney,Maloney,Sean,Democrat,house,NY,18.0
R000597,Tom Rice,Rice,Tom,Republican,house,SC,7.0
H001071,Jody B. Hice,Hice,Jody,Republican,house,GA,10.0
L000581,Brenda L. Lawrence,Lawrence,Brenda,Democrat,house,MI,14.0
Z000017,Lee M. Zeldin,Zeldin,Lee,Republican,house,NY,1.0
R000602,Kathleen M. Rice,Rice,Kathleen,Democrat,house,NY,4.0
K000386,John Katko,Katko,John,Republican,house,NY,24.0
O000171,Tom O’Halleran,O’Halleran,Tom,Democrat,house,AZ,1.0
L000586,"Al Lawson, Jr.",Lawson,Al,Democrat,house,FL,5.0
M001202,Stephanie N. Murphy,Murphy,Stephanie,Democrat,house,FL,7.0
D000627,Val Butler Demings,Demings,Val,Democrat,house,FL,10.0
H001074,Trey Hollingsworth,Hollingsworth,Trey,Republican,house,IN,9.0
B001304,Anthony G. Brown,Brown,Anthony,Democrat,house,MD,4.0
C001109,Liz Cheney,Cheney,Liz,Republican,house,WY,0.0
L000588,Conor Lamb,Lamb,Conor,Democrat,house,PA,17.0
K000368,Ann Kirkpatrick,Kirkpatrick,Ann,Democrat,house,AZ,2.0
S001204,Michael F. Q. San Nicolas,San Nicolas,Michael,Democrat,house,GU,0.0
A000378,Cynthia Axne,Axne,Cynthia,Democrat,house,IA,3.0
L000592,Andy Levin,Levin,Andy,Democrat,house,MI,9.0
M001203,Tom Malinowski,Malinowski,Tom,Democrat,house,NJ,7.0
G000588,Anthony Gonzalez,Gonzalez,Anthony,Republican,house,OH,16.0
T000479,Van Taylor,Taylor,Van,Republican,house,TX,3.0
L000591,Elaine G. Luria,Luria,Elaine,Democrat,house,VA,2.0
K000395,Fred Keller,Keller,Fred,Republican,house,PA,12.0
J000020,Chris Jacobs,Jacobs,Chris,Republican,house,NY,27.0
B001312,Carolyn Bourdeaux,Bourdeaux,Carolyn,Democrat,house,GA,7.0
K000396,Kaiali’i Kahele,Kahele,Kaialiʻi,Democrat,house,HI,2.0
N000192,Marie Newman,Newman,Marie,Democrat,house,IL,3.0
M001186,Peter Meijer,Meijer,Peter,Republican,house,MI,3.0
C001104,Madison Cawthorn,Cawthorn,Madison,Republican,house,NC,11.0
H001084,Yvette Herrell,Herrell,Yvette,Republican,house,NM,2.0
J000306,Mondaire Jones,Jones,Mondaire,Democrat,house,NY,17.0
C001128,Connie Conway,Conway,Connie,Republican,house,CA,22.0
F000473,Mayra Flores,Flores,Mayra,Republican,house,TX,34.0
S001219,Joseph Sempolinski,Sempolinski,Joseph,Republican,house,NY,23.0
I000024,James M. Inhofe,Inhofe,James,Republican,senate,OK,
S001197,Ben Sasse,Sasse,Benjamin,Republican,senate,NE,
F000062,Dianne Feinstein,Feinstein,Dianne,Democrat,senate,CA,
C001084,David N. Cicilline,Cicilline,David,Democrat,house,RI,1.0
S001192,Chris Stewart,Stewart,Chris,Republican,house,UT,2.0
S001222,George Santos,Santos,George,Republican,house,NY,3.0
M001165,Kevin McCarthy,McCarthy,Kevin,Republican,house,CA,20.0
N000181,Devin Nunes,Nunes,Devin,Republican,house,CA,22.0
H001088,Jim Hagedorn,Hagedorn,Jim,Republican,house,MN,1.0
Y000033,Don Young,Young,Don,Republican,house,AK,0.0
F000449,Jeff Fortenberry,Fortenberry,Jeff,Republican,house,NE,1.0
V000132,Filemon Vela,Vela,Filemon,Democrat,house,TX,34.0
R000585,Tom Reed,Reed,Tom,Republican,house,NY,23.0
D000630,Antonio Delgado,Delgado,Antonio,Democrat,house,NY,19.0
W000813,Jackie Walorski,Walorski,Jackie,Republican,house,IN,2.0
C001111,Charlie Crist,Crist,Charlie,Democrat,house,FL,13.0
D000610,Theodore E. Deutch,Deutch,Theodore,Democrat,house,FL,22.0
M001200,A. Donald McEachin,McEachin,A.,Democrat,house,VA,4.0
B001251,G. K. Butterfield,Butterfield,George,Democrat,house,NC,1.0
D000482,Michael F. Doyle,Doyle,Michael,Democrat,house,PA,18.0
A000360,Lamar Alexander,Alexander,Lamar,Republican,senate,TN,
E000285,Michael B. Enzi,Enzi,Michael,Republican,senate,WY,
R000307,Pat Roberts,Roberts,Pat,Republican,senate,KS,
U000039,Tom Udall,Udall,Tom,Democrat,senate,NM,
A000367,Justin Amash,Amash,Justin,Libertarian,house,MI,3.0
B001250,Rob Bishop,Bishop,Rob,Republican,house,UT,1.0
C001049,Wm. Lacy Clay,Clay,Wm.,Democrat,house,MO,1.0
C001062,K. Michael Conaway,Conaway,K.,Republican,house,TX,11.0
D000598,Susan A. Davis,Davis,Susan,Democrat,house,CA,53.0
E000179,Eliot L. Engel,Engel,Eliot,Democrat,house,NY,16.0
F000461,Bill Flores,Flores,Bill,Republican,house,TX,17.0
G000562,Cory Gardner,Gardner,Cory,Republican,senate,CO,
K000210,Peter T. King,King,Peter,Republican,house,NY,2.0
K000362,Steve King,King,Steve,Republican,house,IA,4.0
L000563,Daniel Lipinski,Lipinski,Daniel,Democrat,house,IL,3.0
L000565,David Loebsack,Loebsack,David,Democrat,house,IA,2.0
L000480,Nita M. Lowey,Lowey,Nita,Democrat,house,NY,17.0
M001158,Kenny Marchant,Marchant,Kenny,Republican,house,TX,24.0
O000168,Pete Olson,Olson,Pete,Republican,house,TX,22.0
P000258,Collin C. Peterson,Peterson,Collin,Democrat,house,MN,7.0
R000591,Martha Roby,Roby,Martha,Republican,house,AL,2.0
R000582,David P. Roe,Roe,David,Republican,house,TN,1.0
S000244,"F. James Sensenbrenner, Jr.",Sensenbrenner,F.,Republican,house,WI,5.0
