bioguide,date,sens,cause,n
S001212,2023-08-10,apparue,nom,9
S001212,2023-08-10,disparue,nom,4
S001212,2024-08-13,apparue,nom,7
S001212,2024-08-13,disparue,nom,9
S001212,2025-07-14,apparue,nom,9
S001212,2025-07-14,disparue,nom,7
S001213,2019-05-15,apparue,nom,1
S001213,2019-05-15,apparue,premiere,1
S001213,2019-05-15,disparue,nom,1
S001213,2019-05-15,disparue,type_photo,1
S001213,2020-08-11,apparue,nom,3
S001213,2020-08-11,apparue,premiere,1
S001213,2020-08-11,apparue,type_photo,5
S001213,2020-08-11,disparue,nom,2
S001213,2020-08-11,disparue,type_photo,1
S001213,2021-07-01,apparue,nom,4
S001213,2021-07-01,apparue,residuel,1
S001213,2021-07-01,disparue,nom,4
S001213,2021-07-01,disparue,residuel,5
S001213,2022-05-13,apparue,nom,5
S001213,2022-05-13,disparue,nom,3
S001213,2023-05-05,apparue,nom,4
S001213,2023-05-05,disparue,nom,3
S001213,2024-05-10,apparue,nom,3
S001213,2024-05-10,apparue,premiere,3
S001213,2024-05-10,disparue,nom,3
S001213,2025-05-13,apparue,nom,1
S001213,2025-05-13,apparue,premiere,4
S001213,2025-05-13,disparue,nom,6
S001213,2025-05-13,disparue,residuel,2
S001213,2026-05-12,apparue,nom,1
S001213,2026-05-12,apparue,residuel,1
S001213,2026-05-12,disparue,nom,1
S001213,2026-05-12,disparue,residuel,1
S001214,2019-08-13,apparue,nom,8
S001214,2019-08-13,apparue,premiere,11
S001214,2019-08-13,disparue,nom,12
S001214,2019-08-13,disparue,type_photo,3
S001214,2020-08-12,apparue,nom,3
S001214,2020-08-12,apparue,premiere,1
S001214,2020-08-12,disparue,nom,10
S001214,2020-08-12,disparue,type_photo,10
S001214,2021-08-05,apparue,nom,1
S001214,2022-08-10,apparue,nom,3
S001214,2022-08-10,disparue,nom,1
S001214,2022-08-10,disparue,residuel,1
S001214,2023-08-09,disparue,residuel,1
S001214,2024-08-12,apparue,nom,3
S001214,2024-08-12,apparue,premiere,1
S001214,2024-08-12,apparue,residuel,1
S001214,2025-08-11,apparue,nom,5
S001214,2025-08-11,apparue,residuel,1
S001214,2025-08-11,disparue,nom,5
S001214,2025-08-11,disparue,residuel,1
S001215,2018-05-14,apparue,nom,13
S001215,2018-05-14,apparue,premiere,1
S001215,2018-05-14,disparue,nom,21
S001215,2019-08-13,apparue,nom,18
S001215,2019-08-13,disparue,nom,14
S001215,2019-08-13,disparue,type_photo,3
S001215,2020-08-13,apparue,nom,21
S001215,2020-08-13,apparue,premiere,1
S001215,2020-08-13,disparue,nom,16
S001215,2021-08-11,apparue,nom,10
S001215,2021-08-11,disparue,nom,17
S001215,2022-08-09,apparue,nom,7
S001215,2022-08-09,disparue,nom,8
S001215,2022-08-09,disparue,residuel,1
S001215,2023-07-31,apparue,nom,2
S001215,2023-07-31,disparue,nom,4
S001215,2024-08-09,apparue,premiere,7
S001215,2024-08-09,disparue,nom,9
S001215,2025-08-13,apparue,nom,1
S001215,2025-08-13,apparue,residuel,2
S001215,2025-08-13,disparue,residuel,1
S001215,2026-05-15,disparue,residuel,1
S001216,2018-05-15,apparue,nom,30
S001216,2018-05-15,disparue,nom,43
S001216,2018-05-15,disparue,residuel,4
S001216,2019-05-07,apparue,nom,17
S001216,2019-05-07,apparue,type_photo,1
S001216,2019-05-07,disparue,nom,15
S001216,2019-05-07,disparue,type_photo,6
S001216,2020-08-12,apparue,nom,5
S001216,2020-08-12,apparue,premiere,13
S001216,2020-08-12,apparue,type_photo,1
S001216,2020-08-12,disparue,nom,25
S001216,2020-08-12,disparue,type_photo,5
S001216,2021-08-11,apparue,nom,12
S001216,2021-08-11,apparue,premiere,3
S001216,2021-08-11,disparue,nom,8
S001216,2021-08-11,disparue,residuel,4
S001216,2022-05-16,apparue,nom,5
S001216,2022-05-16,apparue,residuel,2
S001216,2022-05-16,disparue,nom,13
S001216,2022-05-16,disparue,residuel,14
S001216,2023-05-15,apparue,nom,2
S001216,2023-05-15,apparue,premiere,4
S001216,2023-05-15,apparue,residuel,1
S001216,2023-05-15,disparue,nom,3
S001216,2023-05-15,disparue,residuel,7
S001216,2024-05-10,apparue,nom,5
S001216,2024-05-10,apparue,residuel,2
S001216,2024-05-10,disparue,nom,3
S001216,2024-05-10,disparue,residuel,7
S001216,2025-05-15,apparue,nom,1
S001216,2025-05-15,apparue,residuel,3
S001216,2025-05-15,disparue,nom,6
S001216,2026-05-15,apparue,nom,11
S001216,2026-05-15,apparue,premiere,1
S001216,2026-05-15,disparue,nom,3
S001216,2026-05-15,disparue,residuel,1
S001218,2022-05-16,disparue,type_photo,1
S001218,2023-05-16,apparue,nom,1
S001218,2023-05-16,disparue,nom,2
S001218,2024-05-14,apparue,nom,1
S001218,2024-05-14,disparue,nom,1
S001219,2022-05-16,apparue,nom,1
S001219,2022-05-16,disparue,nom,3
S001219,2023-02-01,apparue,nom,2
S001219,2023-02-01,disparue,nom,1
S001220,2023-04-03,apparue,nom,16
S001220,2023-04-03,disparue,nom,14
S001220,2023-08-11,apparue,nom,3
S001220,2023-08-11,apparue,premiere,1
S001220,2023-08-11,disparue,nom,4
S001220,2024-08-12,apparue,nom,7
S001220,2024-08-12,apparue,premiere,6
S001220,2024-08-12,disparue,nom,16
S001220,2024-08-12,disparue,type_photo,1
S001220,2025-08-07,apparue,nom,9
S001220,2025-08-07,apparue,premiere,3
S001220,2025-08-07,apparue,residuel,6
S001220,2025-08-07,disparue,nom,4
S001221,2020-09-17,apparue,nom,6
S001221,2020-09-17,disparue,nom,4
S001221,2020-09-17,disparue,residuel,1
S001221,2022-05-16,apparue,nom,6
S001221,2022-05-16,apparue,premiere,1
S001221,2022-05-16,disparue,nom,4
S001221,2023-08-13,apparue,nom,9
S001221,2023-08-13,apparue,premiere,2
S001221,2023-08-13,disparue,nom,9
S001221,2023-08-13,disparue,type_photo,3
S001221,2024-08-13,apparue,nom,2
S001221,2024-08-13,apparue,premiere,6
S001221,2024-08-13,apparue,type_photo,2
S001221,2024-08-13,disparue,nom,7
S001221,2024-08-13,disparue,type_photo,10
S001221,2025-08-06,apparue,nom,6
S001221,2025-08-06,apparue,premiere,11
S001221,2025-08-06,apparue,residuel,1
S001221,2025-08-06,disparue,nom,1
S001221,2025-08-06,disparue,residuel,2
S001223,2023-08-12,apparue,nom,2
S001223,2023-08-12,disparue,nom,6
S001223,2024-08-10,apparue,nom,1
S001223,2024-08-10,disparue,nom,5
S001223,2024-08-10,disparue,type_photo,4
S001223,2025-08-13,apparue,nom,3
S001223,2025-08-13,apparue,premiere,4
S001223,2025-08-13,disparue,residuel,2
S001224,2022-05-16,apparue,nom,12
S001224,2022-05-16,disparue,nom,6
S001224,2023-05-10,apparue,nom,9
S001224,2023-05-10,apparue,premiere,2
S001224,2023-05-10,disparue,nom,12
S001224,2023-05-10,disparue,type_photo,1
S001224,2024-05-14,apparue,nom,6
S001224,2024-05-14,apparue,premiere,1
S001224,2024-05-14,apparue,residuel,1
S001224,2024-05-14,disparue,nom,8
S001224,2025-05-13,apparue,nom,7
S001224,2025-05-13,apparue,residuel,2
S001224,2025-05-13,disparue,nom,7
S001224,2025-05-13,disparue,residuel,4
S001224,2026-06-30,apparue,nom,3
S001224,2026-06-30,apparue,premiere,3
S001224,2026-06-30,disparue,nom,2
S001224,2026-06-30,disparue,residuel,1
S001225,2022-03-10,apparue,nom,2
S001225,2022-03-10,apparue,premiere,1
S001225,2022-03-10,disparue,nom,2
S001225,2022-05-02,disparue,residuel,1
S001225,2023-08-11,apparue,premiere,1
S001225,2023-08-11,disparue,nom,2
S001225,2024-08-05,apparue,nom,1
S001225,2024-08-05,disparue,type_photo,1
S001225,2025-08-04,apparue,nom,1
S001226,2022-05-16,apparue,nom,8
S001226,2022-05-16,apparue,premiere,1
S001226,2022-05-16,disparue,nom,16
S001226,2023-05-15,apparue,nom,9
S001226,2023-05-15,apparue,premiere,15
S001226,2023-05-15,disparue,nom,10
S001226,2023-05-15,disparue,type_photo,1
S001226,2024-04-19,apparue,nom,6
S001226,2024-04-19,apparue,premiere,1
S001226,2024-04-19,disparue,nom,2
S001226,2024-04-19,disparue,type_photo,3
S001226,2025-05-14,apparue,nom,1
S001226,2025-05-14,apparue,premiere,4
S001226,2025-05-14,apparue,residuel,4
S001226,2025-05-14,disparue,nom,7
S001226,2025-05-14,disparue,residuel,1
S001226,2026-05-07,apparue,nom,3
S001226,2026-05-07,apparue,premiere,1
S001226,2026-05-07,apparue,residuel,4
S001226,2026-05-07,disparue,nom,2
S001226,2026-05-07,disparue,residuel,1
S001228,2025-08-13,apparue,nom,11
S001228,2025-08-13,apparue,premiere,4
S001228,2025-08-13,disparue,nom,10
S001228,2025-08-13,disparue,type_photo,3
S001229,2025-06-22,apparue,nom,121
S001229,2025-06-22,apparue,premiere,101
S001229,2025-06-22,disparue,nom,34
S001229,2025-06-22,disparue,type_photo,80
S001230,2024-11-22,apparue,nom,1
S001230,2024-11-22,apparue,premiere,1
S001230,2025-05-12,apparue,nom,9
S001230,2025-05-12,disparue,nom,6
S001230,2025-05-12,disparue,type_photo,22
S001230,2026-06-10,apparue,nom,4
S001230,2026-06-10,apparue,premiere,1
S001230,2026-06-10,apparue,type_photo,1
S001230,2026-06-10,disparue,nom,4
S001231,2023-12-19,apparue,nom,38
S001231,2023-12-19,apparue,premiere,83
S001231,2023-12-19,disparue,nom,2
S001231,2024-06-14,apparue,nom,2
S001231,2024-06-14,disparue,nom,38
S001231,2024-06-14,disparue,residuel,83
S001231,2025-08-13,apparue,nom,2
S001231,2025-08-13,apparue,premiere,8
S001231,2025-08-13,disparue,nom,2
T000165,2021-07-09,apparue,nom,2
T000165,2021-07-09,disparue,nom,3
T000165,2022-05-01,apparue,nom,1
T000165,2022-05-01,disparue,nom,2
T000165,2022-05-01,disparue,residuel,1
T000165,2024-05-02,apparue,nom,3
T000165,2024-05-02,disparue,nom,4
T000193,2016-05-13,apparue,nom,1
T000193,2016-05-13,disparue,nom,2
T000193,2018-05-11,apparue,nom,19
T000193,2018-05-11,disparue,nom,19
T000193,2019-05-13,apparue,nom,1
T000193,2022-05-15,apparue,nom,4
T000193,2022-05-15,disparue,nom,5
T000193,2022-05-15,disparue,residuel,1
T000193,2024-05-15,apparue,nom,2
T000193,2024-05-15,disparue,nom,1
T000193,2025-05-14,apparue,nom,1
T000193,2025-05-14,disparue,residuel,5
T000193,2026-05-15,apparue,nom,2
T000193,2026-05-15,apparue,premiere,11
T000193,2026-05-15,disparue,nom,1
T000238,2016-07-13,apparue,nom,4
T000238,2016-07-13,apparue,residuel,1
T000238,2016-07-13,disparue,nom,2
T000238,2017-05-15,apparue,nom,1
T000238,2017-05-15,disparue,nom,6
T000238,2017-05-15,disparue,residuel,1
T000238,2018-06-14,apparue,nom,2
T000238,2018-06-14,apparue,premiere,1
T000238,2018-06-14,disparue,nom,4
T000238,2019-06-13,disparue,residuel,1
T000238,2020-08-13,apparue,residuel,1
T000238,2020-08-13,disparue,residuel,1
T000238,2021-01-05,disparue,type_photo,3
T000460,2016-05-18,apparue,nom,5
T000460,2016-05-18,disparue,nom,14
T000460,2017-05-05,apparue,nom,7
T000460,2017-05-05,disparue,nom,9
T000460,2017-05-05,disparue,residuel,2
T000460,2018-05-15,apparue,nom,25
T000460,2018-05-15,apparue,residuel,1
T000460,2018-05-15,disparue,nom,11
T000460,2019-05-15,apparue,nom,22
T000460,2019-05-15,apparue,residuel,1
T000460,2019-05-15,disparue,nom,21
T000460,2020-01-28,apparue,nom,5
T000460,2020-01-28,apparue,premiere,116
T000460,2020-01-28,disparue,nom,30
T000460,2020-01-28,disparue,type_photo,2
T000460,2020-07-28,apparue,nom,49
T000460,2020-07-28,apparue,type_photo,1
T000460,2020-07-28,disparue,nom,5
T000460,2020-07-28,disparue,type_photo,116
T000460,2021-07-29,apparue,nom,16
T000460,2021-07-29,apparue,residuel,1
T000460,2021-07-29,disparue,nom,33
T000460,2022-08-08,apparue,nom,25
T000460,2022-08-08,disparue,nom,20
T000460,2023-07-27,apparue,nom,18
T000460,2023-07-27,disparue,nom,33
T000460,2024-01-23,apparue,nom,9
T000460,2024-01-23,disparue,nom,22
T000460,2024-01-23,disparue,type_photo,2
T000460,2024-05-15,apparue,nom,25
T000460,2024-05-15,apparue,type_photo,2
T000460,2024-05-15,disparue,nom,9
T000460,2025-05-14,apparue,nom,20
T000460,2025-05-14,apparue,premiere,1
T000460,2025-05-14,disparue,nom,19
T000460,2025-05-14,disparue,residuel,1
T000460,2025-06-20,apparue,nom,25
T000460,2025-06-20,apparue,premiere,38
T000460,2025-06-20,apparue,type_photo,11
T000460,2025-06-20,disparue,nom,26
T000460,2025-06-20,disparue,type_photo,2
T000460,2026-05-14,apparue,nom,17
T000460,2026-05-14,apparue,premiere,1
T000460,2026-05-14,apparue,type_photo,1
T000460,2026-05-14,disparue,nom,25
T000460,2026-05-14,disparue,type_photo,49
T000462,2016-05-16,apparue,nom,6
T000462,2016-05-16,disparue,nom,2
T000463,2016-05-16,apparue,nom,22
T000463,2016-05-16,apparue,premiere,8
T000463,2016-05-16,disparue,nom,19
T000463,2016-05-16,disparue,residuel,3
T000463,2017-05-15,apparue,nom,35
T000463,2017-05-15,apparue,premiere,3
T000463,2017-05-15,apparue,residuel,10
T000463,2017-05-15,disparue,nom,28
T000463,2017-05-15,disparue,residuel,2
T000463,2018-05-10,apparue,nom,4
T000463,2018-05-10,apparue,residuel,4
T000463,2018-05-10,disparue,nom,38
T000463,2018-05-10,disparue,residuel,23
T000463,2019-05-10,apparue,nom,6
T000463,2019-05-10,apparue,premiere,2
T000463,2019-05-10,apparue,residuel,6
T000463,2019-05-10,disparue,nom,2
T000463,2019-05-10,disparue,residuel,6
T000463,2020-07-21,apparue,residuel,6
T000463,2020-07-21,disparue,nom,1
T000463,2020-07-21,disparue,residuel,7
T000463,2021-01-13,apparue,nom,5
T000463,2021-01-13,disparue,nom,8
T000463,2021-01-13,disparue,type_photo,20
T000463,2021-08-12,apparue,nom,9
T000463,2021-08-12,apparue,premiere,5
T000463,2021-08-12,apparue,type_photo,17
T000463,2021-08-12,disparue,nom,5
T000463,2021-08-12,disparue,type_photo,1
T000463,2022-07-05,apparue,nom,7
T000463,2022-07-05,apparue,premiere,3
T000463,2022-07-05,apparue,residuel,5
T000463,2022-07-05,disparue,nom,5
T000463,2022-07-05,disparue,residuel,5
T000463,2023-06-20,apparue,nom,1
T000463,2023-06-20,apparue,premiere,3
T000463,2023-06-20,apparue,residuel,5
T000463,2023-06-20,disparue,nom,9
T000463,2023-06-20,disparue,residuel,3
T000463,2024-05-14,apparue,nom,13
T000463,2024-05-14,apparue,premiere,2
T000463,2024-05-14,apparue,residuel,2
T000463,2024-05-14,disparue,nom,1
T000463,2024-05-14,disparue,residuel,17
T000463,2025-05-11,apparue,nom,11
T000463,2025-05-11,apparue,premiere,4
T000463,2025-05-11,apparue,residuel,9
T000463,2025-05-11,disparue,nom,12
T000463,2025-05-11,disparue,residuel,10
T000463,2026-05-15,apparue,nom,1
T000463,2026-05-15,apparue,premiere,2
T000463,2026-05-15,apparue,residuel,2
T000463,2026-05-15,disparue,nom,1
T000463,2026-05-15,disparue,residuel,4
T000465,2016-05-11,apparue,nom,8
T000465,2016-05-11,apparue,premiere,1
T000465,2016-05-11,disparue,nom,11
T000465,2016-05-11,disparue,residuel,2
T000465,2017-05-12,apparue,nom,9
T000465,2017-05-12,disparue,nom,5
T000465,2018-05-15,apparue,nom,39
T000465,2018-05-15,disparue,nom,36
T000465,2019-01-31,apparue,nom,9
T000465,2019-01-31,disparue,nom,10
T000467,2015-05-14,apparue,nom,4
T000467,2015-05-14,apparue,premiere,1
T000467,2015-05-14,disparue,nom,4
T000467,2016-05-11,apparue,nom,9
T000467,2016-05-11,apparue,premiere,1
T000467,2016-05-11,disparue,nom,3
T000467,2016-05-11,disparue,residuel,3
T000467,2017-06-06,apparue,nom,3
T000467,2017-06-06,disparue,nom,2
T000467,2018-06-13,apparue,nom,10
T000467,2018-06-13,disparue,nom,11
T000467,2019-08-07,apparue,nom,5
T000467,2019-08-07,apparue,premiere,5
T000467,2019-08-07,disparue,nom,10
T000467,2019-08-07,disparue,residuel,1
T000467,2020-08-13,apparue,nom,1
T000467,2020-08-13,apparue,premiere,2
T000467,2020-08-13,disparue,nom,2
T000467,2020-08-13,disparue,residuel,1
T000467,2021-08-11,apparue,nom,1
T000467,2021-08-11,disparue,nom,1
T000467,2022-08-13,apparue,nom,6
T000467,2022-08-13,apparue,premiere,1
T000467,2022-08-13,disparue,nom,2
T000467,2022-08-13,disparue,residuel,2
T000467,2023-08-11,apparue,nom,3
T000467,2023-08-11,apparue,residuel,1
T000467,2023-08-11,disparue,nom,3
T000467,2023-08-11,disparue,residuel,1
T000467,2024-07-09,apparue,nom,5
T000467,2024-07-09,apparue,premiere,1
T000467,2024-07-09,disparue,nom,4
T000467,2024-07-09,disparue,residuel,1
T000467,2025-08-07,apparue,nom,10
T000467,2025-08-07,apparue,residuel,1
T000467,2025-08-07,disparue,nom,6
T000468,2016-07-07,apparue,nom,31
T000468,2016-07-07,apparue,premiere,3
T000468,2016-07-07,disparue,nom,47
T000468,2016-07-07,disparue,residuel,3
T000468,2017-07-20,apparue,nom,41
T000468,2017-07-20,apparue,premiere,1
T000468,2017-07-20,apparue,residuel,1
T000468,2017-07-20,disparue,nom,36
T000468,2017-07-20,disparue,residuel,2
T000468,2018-07-25,apparue,nom,32
T000468,2018-07-25,apparue,premiere,1
T000468,2018-07-25,disparue,nom,42
T000468,2018-07-25,disparue,residuel,7
T000468,2019-08-12,apparue,nom,23
T000468,2019-08-12,apparue,premiere,1
T000468,2019-08-12,apparue,residuel,7
T000468,2019-08-12,disparue,nom,27
T000468,2019-08-12,disparue,residuel,3
T000468,2020-08-04,apparue,nom,28
T000468,2020-08-04,apparue,premiere,4
T000468,2020-08-04,apparue,residuel,3
T000468,2020-08-04,disparue,nom,29
T000468,2020-08-04,disparue,residuel,5
T000468,2021-08-13,apparue,nom,36
T000468,2021-08-13,apparue,premiere,2
T000468,2021-08-13,apparue,residuel,3
T000468,2021-08-13,disparue,nom,33
T000468,2021-08-13,disparue,residuel,7
T000468,2022-05-16,apparue,nom,38
T000468,2022-05-16,apparue,premiere,1
T000468,2022-05-16,apparue,residuel,2
T000468,2022-05-16,disparue,nom,37
T000468,2022-05-16,disparue,residuel,6
T000468,2023-08-31,apparue,nom,35
T000468,2023-08-31,apparue,premiere,1
T000468,2023-08-31,apparue,residuel,4
T000468,2023-08-31,disparue,nom,38
T000468,2023-08-31,disparue,residuel,4
T000468,2024-05-16,apparue,nom,38
T000468,2024-05-16,apparue,residuel,3
T000468,2024-05-16,disparue,nom,32
T000468,2024-05-16,disparue,residuel,3
T000468,2025-08-12,apparue,nom,31
T000468,2025-08-12,apparue,residuel,1
T000468,2025-08-12,disparue,nom,34
T000468,2025-08-12,disparue,residuel,3
T000469,2018-05-15,apparue,nom,1
T000469,2018-05-15,disparue,nom,1
T000469,2019-05-15,apparue,nom,1
T000469,2019-05-15,disparue,nom,1
T000469,2021-08-13,apparue,nom,1
T000469,2021-08-13,disparue,nom,1
T000469,2022-08-03,apparue,nom,1
T000469,2022-08-03,disparue,nom,1
T000469,2022-08-03,disparue,residuel,1
T000469,2023-08-10,apparue,nom,1
T000469,2023-08-10,disparue,nom,1
T000470,2016-05-16,disparue,residuel,1
T000470,2017-05-15,apparue,premiere,1
T000470,2018-05-14,apparue,nom,24
T000470,2018-05-14,disparue,nom,24
T000472,2017-05-08,apparue,nom,2
T000472,2017-05-08,disparue,nom,1
T000472,2018-05-15,apparue,nom,5
T000472,2018-05-15,disparue,nom,6
T000472,2022-05-15,apparue,nom,1
T000472,2022-05-15,disparue,nom,1
T000472,2022-05-15,disparue,residuel,1
T000472,2024-08-08,apparue,nom,2
T000472,2024-08-08,apparue,premiere,1
T000472,2024-08-08,disparue,nom,1
T000472,2025-05-15,apparue,nom,2
T000472,2025-05-15,disparue,nom,1
T000472,2026-05-12,apparue,nom,1
T000472,2026-05-12,disparue,nom,1
T000473,2015-05-15,apparue,nom,25
T000473,2015-05-15,apparue,premiere,7
T000473,2015-05-15,disparue,nom,27
T000473,2015-05-15,disparue,type_photo,2
T000473,2016-05-16,apparue,nom,9
T000473,2016-05-16,apparue,premiere,1
T000473,2016-05-16,apparue,type_photo,2
T000473,2016-05-16,disparue,nom,16
T000473,2016-05-16,disparue,type_photo,1
T000474,2015-05-15,apparue,nom,2
T000474,2015-05-15,disparue,nom,2
T000474,2016-05-16,apparue,nom,2
T000474,2016-05-16,apparue,premiere,1
T000474,2016-05-16,disparue,nom,1
T000474,2018-05-10,apparue,nom,4
T000474,2018-05-10,disparue,nom,4
T000474,2020-08-11,disparue,nom,1
T000474,2021-07-29,apparue,nom,1
T000474,2022-05-13,disparue,residuel,1
T000474,2023-05-18,apparue,nom,1
T000474,2023-05-18,disparue,nom,2
T000474,2025-05-07,apparue,nom,1
T000474,2025-05-07,disparue,nom,1
T000475,2015-08-13,apparue,nom,672
T000475,2015-08-13,apparue,premiere,9
T000475,2015-08-13,disparue,nom,1025
T000475,2015-08-13,disparue,type_photo,367
T000475,2016-08-12,apparue,nom,108
T000475,2016-08-12,apparue,premiere,11
T000475,2016-08-12,apparue,type_photo,3
T000475,2016-08-12,disparue,nom,737
T000475,2016-08-12,disparue,type_photo,36
T000475,2017-08-11,apparue,nom,29
T000475,2017-08-11,apparue,premiere,4
T000475,2017-08-11,apparue,residuel,2
T000475,2017-08-11,disparue,nom,92
T000475,2017-08-11,disparue,residuel,4
T000475,2018-08-08,apparue,nom,53
T000475,2018-08-08,apparue,premiere,2
T000475,2018-08-08,apparue,residuel,1
T000475,2018-08-08,disparue,nom,106
T000475,2018-08-08,disparue,residuel,15
T000475,2019-05-01,apparue,nom,47
T000475,2019-05-01,apparue,type_photo,7
T000475,2019-05-01,disparue,nom,83
T000475,2019-05-01,disparue,type_photo,11
T000477,2017-07-14,apparue,nom,16
T000477,2017-07-14,disparue,nom,4
T000477,2018-05-15,apparue,nom,14
T000477,2018-05-15,disparue,nom,12
T000477,2019-04-11,apparue,nom,6
T000477,2019-04-11,disparue,nom,14
T000477,2025-10-08,apparue,nom,4
T000477,2025-10-08,apparue,premiere,1
T000477,2025-10-08,disparue,nom,10
T000478,2016-02-09,apparue,nom,16
T000478,2016-02-09,disparue,nom,8
T000478,2016-02-09,disparue,residuel,23
T000478,2016-09-27,apparue,nom,1
T000478,2016-09-27,disparue,nom,1
T000478,2018-06-14,apparue,nom,30
T000478,2018-06-14,apparue,premiere,1
T000478,2018-06-14,disparue,nom,16
T000478,2019-05-01,apparue,nom,3
T000478,2019-05-01,disparue,nom,4
T000478,2020-01-29,apparue,nom,4
T000478,2020-01-29,disparue,nom,16
T000478,2020-01-29,disparue,type_photo,1
T000478,2020-08-13,apparue,nom,3
T000478,2020-08-13,apparue,premiere,3
T000478,2020-08-13,disparue,nom,17
T000478,2021-08-11,apparue,nom,5
T000478,2021-08-11,disparue,nom,1
T000478,2022-07-12,apparue,nom,3
T000478,2022-07-12,apparue,type_photo,1
T000478,2022-07-12,disparue,nom,3
T000478,2023-08-02,apparue,nom,5
T000478,2023-08-02,disparue,nom,5
T000478,2024-08-10,apparue,nom,14
T000478,2024-08-10,apparue,premiere,3
T000478,2024-08-10,disparue,nom,6
T000478,2024-08-10,disparue,residuel,4
T000478,2025-08-02,apparue,nom,2
T000478,2025-08-02,apparue,premiere,2
T000478,2025-08-02,apparue,residuel,4
T000478,2025-08-02,disparue,nom,2
T000478,2025-08-02,disparue,residuel,3
T000479,2018-08-13,apparue,nom,124
T000479,2018-08-13,apparue,premiere,51
T000479,2018-08-13,disparue,nom,95
T000479,2018-08-13,disparue,residuel,44
T000479,2019-08-13,apparue,nom,114
T000479,2019-08-13,apparue,premiere,24
T000479,2019-08-13,apparue,type_photo,147
T000479,2019-08-13,disparue,nom,133
T000479,2019-08-13,disparue,type_photo,31
T000479,2020-08-13,apparue,nom,82
T000479,2020-08-13,apparue,premiere,8
T000479,2020-08-13,apparue,type_photo,8
T000479,2020-08-13,disparue,nom,132
T000479,2020-08-13,disparue,type_photo,162
T000479,2021-08-13,apparue,nom,41
T000479,2021-08-13,apparue,premiere,3
T000479,2021-08-13,apparue,residuel,2
T000479,2021-08-13,disparue,nom,36
T000479,2021-08-13,disparue,residuel,59
T000479,2022-08-13,apparue,nom,30
T000479,2022-08-13,apparue,premiere,2
T000479,2022-08-13,apparue,residuel,1
T000479,2022-08-13,disparue,nom,53
T000479,2022-08-13,disparue,residuel,6
T000479,2023-02-02,apparue,nom,27
T000479,2023-02-02,apparue,premiere,1
T000479,2023-02-02,apparue,type_photo,9
T000479,2023-02-02,disparue,nom,26
T000479,2023-02-02,disparue,type_photo,2
T000480,2019-08-13,apparue,nom,11
T000480,2019-08-13,disparue,nom,10
T000480,2020-08-13,apparue,nom,8
T000480,2020-08-13,apparue,premiere,12
T000480,2020-08-13,disparue,nom,5
T000480,2020-08-13,disparue,type_photo,5
T000480,2021-08-11,apparue,nom,9
T000480,2021-08-11,disparue,nom,8
T000480,2021-08-11,disparue,residuel,13
T000480,2022-08-12,apparue,nom,11
T000480,2022-08-12,apparue,premiere,8
T000480,2022-08-12,apparue,residuel,1
T000480,2022-08-12,disparue,nom,9
T000480,2022-08-12,disparue,residuel,3
T000480,2023-08-12,apparue,nom,12
T000480,2023-08-12,disparue,nom,15
T000480,2023-08-12,disparue,residuel,9
T000480,2024-08-08,apparue,nom,4
T000480,2024-08-08,disparue,nom,5
T000480,2025-08-13,apparue,residuel,1
T000480,2025-08-13,disparue,nom,3
T000481,2019-08-12,apparue,nom,2
T000481,2019-08-12,disparue,nom,2
T000481,2020-08-12,apparue,nom,6
T000481,2020-08-12,apparue,premiere,1
T000481,2020-08-12,disparue,nom,3
T000481,2021-08-13,apparue,nom,2
T000481,2021-08-13,disparue,nom,3
T000481,2022-08-11,disparue,residuel,1
T000481,2023-08-07,apparue,nom,1
T000481,2024-08-13,apparue,nom,13
T000481,2024-08-13,apparue,premiere,3
T000481,2024-08-13,disparue,nom,5
T000482,2018-05-21,apparue,nom,17
T000482,2018-05-21,disparue,nom,17
T000482,2019-05-15,apparue,nom,10
T000482,2019-05-15,disparue,nom,9
T000482,2020-08-13,apparue,nom,9
T000482,2020-08-13,apparue,premiere,1
T000482,2020-08-13,disparue,nom,13
T000482,2021-07-27,apparue,nom,9
T000482,2021-07-27,apparue,premiere,1
T000482,2021-07-27,disparue,nom,10
T000482,2021-07-27,disparue,residuel,3
T000482,2022-05-16,apparue,nom,15
T000482,2022-05-16,apparue,premiere,1
T000482,2022-05-16,disparue,nom,11
T000482,2022-05-16,disparue,residuel,1
T000482,2023-08-12,apparue,nom,6
T000482,2023-08-12,disparue,nom,7
T000482,2024-08-01,apparue,nom,4
T000482,2024-08-01,disparue,nom,4
T000482,2025-07-30,apparue,nom,5
T000482,2025-07-30,apparue,residuel,1
T000482,2025-07-30,disparue,nom,5
T000483,2017-11-22,apparue,nom,72
T000483,2017-11-22,apparue,premiere,27
T000483,2017-11-22,disparue,nom,44
T000483,2017-11-22,disparue,residuel,24
T000483,2018-05-15,apparue,nom,77
T000483,2018-05-15,apparue,premiere,3
T000483,2018-05-15,disparue,nom,85
T000483,2018-05-15,disparue,residuel,44
T000483,2019-05-13,apparue,nom,51
T000483,2019-05-13,disparue,nom,62
T000483,2019-05-13,disparue,type_photo,36
T000483,2020-08-13,apparue,nom,37
T000483,2020-08-13,apparue,premiere,6
T000483,2020-08-13,apparue,type_photo,2
T000483,2020-08-13,disparue,nom,45
T000483,2020-08-13,disparue,type_photo,17
T000483,2021-08-13,apparue,nom,33
