last,first,suffix,state_district,n_depots,types,bioguide,match_method
Ruzziconi,Ryan,,,1,W,,aucun_nom
Ruzziconi,Ryan,,MI01,1,X,,aucun_nom
Ryan,Gregory,,MN04,3,CD,,ambigu
Ryan,Gregory Thomas,,MN04,1,C,,ambigu
Ryan,Matthew Xavier,,NM02,1,W,,ambigu
Ryan,Patrick,,NY18,12,ACOPX,R000579,exact
Ryan,Patrick,,NY19,4,CX,R000579,exact
Ryan,Paul,,WI01,2,OP,R000570,exact
Ryan,Paul D.,,WI01,6,OPTX,R000570,prefixe
Ryan,Terence J.,,MA03,1,C,,ambigu
Ryan,Tim,,OH13,20,AGOX,R000577,exact
Ryans,Jerlilia,,CA52,1,D,,aucun_nom
Ryerse,Robert,,AR03,1,C,,aucun_nom
Ryon,Anna,,IA03,1,C,,aucun_nom
Rywalski,Eric,,CA45,1,C,,aucun_nom
Saad,Fayrouz,,MI11,1,C,,aucun_nom
Sabatini,Anthony,,FL07,1,C,,aucun_nom
Sabatini,Anthony,,FL11,6,AC,,aucun_nom
Sabato,Antonio,Jr.,CA26,2,C,,aucun_nom
Sabio,Tony,,VA08,2,C,,aucun_nom
Sablan,Gregorio Kilili Camacho,,MP00,19,AOTX,S001177,prefixe
Saccone,Rick,,PA14,1,C,,aucun_nom
Saccone,Rick,,PA18,2,CD,,aucun_nom
Sackrin,Adam,,FL27,1,D,,aucun_nom
Sacks,Mike,,NY17,2,CX,,aucun_nom
Sacramento,Nicolas,,,1,W,,aucun_nom
Sacramento,Nicolas,,FL13,1,W,,aucun_nom
Sadoff,Eli David,,PA08,1,D,,aucun_nom
Sadwick,Gregg Anthony,,NY25,1,C,,aucun_nom
Sagan,Gregory T Mr,,TX13,2,C,,aucun_nom
Sagan,Gregory T.,,TX13,3,CD,,aucun_nom
Sager,Franklin Walton,,NY22,1,C,,aucun_nom
Sagliano,Vito Anthony,,TN02,3,CD,,aucun_nom
Sagoo,Gurpinder Singh,,CA01,1,C,,aucun_nom
Saine,Lori A.,,CO08,2,C,,aucun_nom
Saizan,Andie,,LA06,1,D,,aucun_nom
Sajna,Cyrus,,TX03,1,C,,aucun_nom
Sajna,Cyrus,,TX14,1,C,,aucun_nom
Sajna,Cyrus,,TX26,1,C,,aucun_nom
Sajna,Cyrus Mr,,TX14,2,C,,aucun_nom
Sajna,Cyrus Mr,,TX18,1,X,,aucun_nom
Sakin,I. Michael,,NY01,2,AC,,aucun_nom
Saladino,Joseph Peter,,NY11,1,C,,aucun_nom
Salamone,Philip Peter,,,1,W,,aucun_nom
Salas,Andrew E. Brig Gen,,NM02,3,CW,,aucun_nom
Salas,Javier Mr,,IL04,2,CW,,aucun_nom
Salas,Jessica,,OR03,1,X,,aucun_nom
Salas,Robert Lambert,,CA26,3,CD,,aucun_nom
Salas,Rudy,,CA21,3,ACX,,aucun_nom
Salas,Rudy,,CA22,6,ACX,,aucun_nom
Salazar,Maite Gabrielle,,MO05,3,CD,,etat_incoherent
Salazar,Maria Elvira,,FL27,40,CHOPX,S000168,prefixe
Salegui,Jim,,CA01,2,AC,,aucun_nom
Salerno,Joe,,NJ02,4,CX,,aucun_nom
Salerno,Lillian,,TX32,3,CX,,aucun_nom
Salgado,Erick J.,,NY11,1,W,,aucun_nom
Salim,Ahmed,,,1,W,,aucun_nom
Salim,Ahmed,,IL07,2,CD,,aucun_nom
Salinas,Andrea,,OR06,9,ACHOX,S001226,exact
Salling,Johnny Ray,,MD02,1,C,,aucun_nom
Salmon,Matt,,AZ05,5,AOTX,S000018,exact
Salmon,Scott,,NJ07,2,CX,,etat_incoherent
Salter,Carolyn Frances,,TX05,2,CD,,aucun_nom
Salvi,Jordan,,MI04,1,D,,aucun_nom
Samples,William Gregory,,TN02,2,C,,aucun_nom
Samuels,Don,,MN05,1,C,,aucun_nom
Samuels,E. Benjamin,,MO02,4,CWX,,aucun_nom
San Nicolas,Michael Fq,,GU00,12,AHOPTX,S001204,prefixe
San Nicolas,Michael Fq,,GU01,1,A,S001204,prefixe
San Nicolas,Michael Fq Mr,,GU01,1,C,S001204,prefixe
Sanborn,Alan,,,1,W,,aucun_nom
Sanborn,Alan,,MI10,2,C,,aucun_nom
Sanborn,Andy,,NH01,4,CX,,aucun_nom
Sanchez,Carlos J.,,CA51,2,CX,,ambigu
Sanchez,Heberto M.,,CA46,1,W,S000030,last+district
Sanchez,Ivan,,TX07,2,CX,,ambigu
Sanchez,Jana,,TX06,1,C,,ambigu
Sanchez,Jana Lynne,,TX06,1,C,,ambigu
Sanchez,Joseph Louis,,NM03,1,C,,ambigu
Sanchez,Linda T.,,CA38,31,AOPX,S001156,prefixe
Sanchez,Loretta,,CA46,4,AOT,S000030,exact
Sanchez,Louie,,NM01,1,C,,ambigu
Sanchez,Michael David,,TX14,2,AC,,ambigu
Sanchez,Monica,,CA38,2,CX,S001156,last+district
Sanchez,Thomas Carl,,TX33,1,C,,ambigu
Sanchez,Tim,,CA12,2,CX,,ambigu
Sandbeck,David Andrew,,MN04,3,CDX,,aucun_nom
Sanders,Jaime,,NY09,1,D,,aucun_nom
Sanders,Justin David,,SC04,1,C,,aucun_nom
Sanders,Levi,,NH01,1,C,,aucun_nom
Sanders,Mark David Garcia,,OK01,1,C,,aucun_nom
Sanders,Steven,,TX23,2,CD,,aucun_nom
Sandles,Christopher Rashaud,,,1,W,,aucun_nom
Sandles,Christopher Rashaud,,TX07,1,W,,aucun_nom
Sandman,Ray Henry John (Skip),,MN08,1,C,,aucun_nom
Sandoval Reynoso,Beatriz,,TX34,1,C,,aucun_nom
Sandoval Tafoya,Soledad,,CO03,1,C,,aucun_nom
Sandvig,Nate,,OR05,1,C,,aucun_nom
Sanford,Mark,,,1,W,S000051,nickname
Sanford,Mark,,SC01,7,AOPT,S000051,nickname
Sanford,Paul,,AL05,1,C,,etat_incoherent
Sanguinetti,Evelyn,,IL06,1,C,,aucun_nom
Sannes,Marvin,,OR05,1,D,,aucun_nom
Sansaricq,Bernard,,FL20,1,X,,aucun_nom
Santa Maria,Brian,,MN03,1,C,,aucun_nom
Santana,Edwin,Jr.,VA01,2,C,,aucun_nom
Santarsiero,Steven J.,,PA08,2,C,,aucun_nom
Santiago,Alberto Zuniga,,CA22,1,W,,aucun_nom
Santopietro,Justin,,VA09,2,C,,aucun_nom
Santos,Lorenzo Juan,,WI01,1,C,,etat_incoherent
Santos,Manny,,CT05,1,C,,etat_incoherent
Santos,Robert John,,OH13,2,CD,,etat_incoherent
Sanyal,"Arunava ""Ron""",,NC13,2,CD,,aucun_nom
Sanz Mondragon,Jose Manuel,,TX28,1,C,,aucun_nom
Sapp,Judson,,FL03,4,AC,,aucun_nom
Sapraicone,Michael,,NY03,2,CX,,aucun_nom
Sarbanes,John P.,,MD03,14,OPTX,S001168,prefixe
Sarega,Andrew,,CA39,1,C,,aucun_nom
Sargent,William Kedzie,,TX14,2,CW,,aucun_nom
Sarner,Larry Wayne,,CO02,1,W,,aucun_nom
Sarnoski,Jason,,,1,W,,aucun_nom
Sarnoski,Jason,,NJ05,1,X,,aucun_nom
Sartin,David Wayne,,WV01,1,D,,aucun_nom
Sarver,Jenifer,,TX21,1,C,,aucun_nom
Sasinowski,James,,TX37,1,D,,aucun_nom
Sasinowski,Sass,,TX00,1,C,,aucun_nom
Sauberman,Joshua A.,,NY03,5,ACDWX,,aucun_nom
Saucedo,David M.,,TX17,1,C,,aucun_nom
Sauers,John,,NJ11,1,C,,aucun_nom
Saul,Joshua,,MI01,4,CX,,aucun_nom
Saulie-Rohman,John,,WA03,1,D,,aucun_nom
Saulsbury,Paul W.,,,1,W,,aucun_nom
Saulsbury,Paul W.,,CA01,1,D,,aucun_nom
Sautter,Josh,,CA32,2,CX,,aucun_nom
Savage,Ben,,CA30,1,C,,aucun_nom
Savary,Suzanne Joyce,,CA48,3,C,,aucun_nom
Savitt,Marc S.,,VA10,1,C,,aucun_nom
Savitt,Marc S.,,WV02,1,C,,aucun_nom
Savoie,Tammy Marie,,LA01,1,C,,aucun_nom
Sawant,Kshama,,WA09,1,C,,aucun_nom
Sawchuk,Eric Richard,,CA30,2,DX,,aucun_nom
Sawyer,John W.,III,FL14,2,CD,,aucun_nom
Sawyer,John W.,III,FL17,2,CD,,aucun_nom
Sawyers,Ryan,,VA01,2,CD,,aucun_nom
Sayed,Shamus Ali,,CA50,2,C,,aucun_nom
Sayegh,Anthony,,PA07,2,C,,aucun_nom
Sayers,Douglas Millard,,MD05,1,C,,aucun_nom
Sayles,Laurie-Anne,,MD06,1,C,,aucun_nom
Saylor,Ryan,,OH07,1,C,,aucun_nom
Sbaih,Jesse,,NV03,3,CX,,aucun_nom
Scaife,Delano Michael,,IN01,1,D,,aucun_nom
Scalise,Steve,,LA01,26,AGOX,S001176,exact
Scanlon,Mary  Gay,,PA07,1,C,S001205,prefixe
Scanlon,Mary Gay,,PA05,16,HOPX,S001205,prefixe
Scanlon,Mary Gay,,PA07,2,A,S001205,prefixe
Scaturro,Frank Mr,,NY04,1,C,,aucun_nom
Scauflaire,Takona Eileen,,TX06,1,D,,aucun_nom
Schaarsmith,Deanie Ann,,CA48,1,C,,aucun_nom
Schaefer,J. Michael,,NV04,1,C,,aucun_nom
Schaefer,Kurt,,MO03,1,C,,aucun_nom
Schaefer,Mike,,CA48,1,C,,aucun_nom
Schafer,William,,IA03,2,C,,aucun_nom
Schaffner,Katrina,,AZ05,2,C,,aucun_nom
Schaffner,Paul,,ND00,1,D,,aucun_nom
Schafner,Paul,,ND00,1,D,,aucun_nom
Schafranek,Robert Allan,,TX29,2,D,,aucun_nom
Schakowsky,Janice D.,,IL09,15,OPX,S001145,prefixe
Schamis,Raymond Todd,,FL22,1,D,,aucun_nom
Schanbacher,Kristine,,IL07,1,C,,aucun_nom
Scharer,Gene Paul,,AZ06,2,D,,aucun_nom
Scheel,Tomas Roberto,,WA02,1,D,,aucun_nom
Scheffler,Mark Christopher,,WI08,1,C,,aucun_nom
Scheinberg,Aaron,,WV02,2,CX,,aucun_nom
Schell,Christopher,,TX04,1,D,,aucun_nom
Scheller,Lisa,,PA07,9,ACX,,aucun_nom
Scheminant,Kevin Allan,,MD02,1,D,,aucun_nom
Scheppelman,Hope G.,,CO03,1,C,,aucun_nom
Schertzing,Eric,,MI08,1,C,,aucun_nom
Schiess,John T.,,WI07,1,D,,aucun_nom
Schiff,Adam B.,,CA28,48,AOPX,S001150,prefixe
Schiff,Adam B.,,CA30,7,AEOX,S001150,prefixe
Schiffman,Steven Mitchell,,NV03,2,C,,aucun_nom
Schiller,Chris,,OK02,2,CX,,aucun_nom
Schiller,Jill,,OH02,1,C,,aucun_nom
Schiller,Margaret Ann,,FL01,1,C,,aucun_nom
Schiller,Nicholas Adam,,MI02,1,C,,aucun_nom
Schilling,Robert T.,,IL17,1,C,S001182,prefixe
Schilling,Robert Todd,,IA02,2,C,,etat_incoherent
Schkeeper,Brian,,NJ03,1,C,,aucun_nom
Schlakman,Ian Andrew,,MD02,1,D,,aucun_nom
Schleifer,Adam,,NY17,4,CWX,,aucun_nom
Schlossberg,John (Jack) Bouvier Kennedy,,NY12,4,ACX,,aucun_nom
Schmeelk,Jonathan Peter,,VA07,2,WX,,aucun_nom
Schmid,Claude,,SC04,1,C,,aucun_nom
Schmid,Stephanie,,NJ04,3,CX,,aucun_nom
Schmidt,Derek,,KS02,5,CHX,S001228,exact
Schmidt,James A.,II,AZ02,2,DX,,ambigu
Schmidt,Jesse Gulf Coast,,LA02,1,C,,ambigu
Schmidt,Patrick,,KS02,1,X,S001228,last+etat
Schmitt,Colin J.,,NY18,3,CX,,aucun_nom
Schmitz,John Palmer,,IN07,1,C,,aucun_nom
Schnackenberg,Matthew,,FL11,1,D,,aucun_nom
Schneider,Bradley S.,,IL10,85,AGHOPTX,S001190,prefixe
Schneider,Bradley Scott,,IL10,4,COX,S001190,prefixe
Schneider,Helene,,CA24,2,C,,etat_incoherent
Schneider,Jan,,FL13,1,C,,etat_incoherent
Schneider,Jan,,FL16,2,C,,etat_incoherent
Schneider,Jonathan,,NY01,1,W,,etat_incoherent
Schneider,Joseph,,MA06,2,CX,,etat_incoherent
Schneider,Mac,,ND00,1,C,,etat_incoherent
Schnell,Alexander,,PA03,1,C,,aucun_nom
Schock,Aaron,,IL18,2,TX,S001179,exact
Schoenblatt,Joshua Louis,,,1,W,,aucun_nom
Schoengood,Sarah,,NJ03,1,C,,aucun_nom
Scholte,Suzanne,,VA11,1,C,,aucun_nom
Scholten,Hillary,,MI03,13,ACHOX,S001221,exact
Scholten,James D.,,IA04,5,AC,,etat_incoherent
Schoolcraft,Jamie  Daniel,,MO07,1,C,,aucun_nom
Schoonover,Joshua,,CA50,1,C,,aucun_nom
Schott,Lynn,,CA46,3,CD,,aucun_nom
Schrader,Kurt,,OR05,125,AOPTX,S001180,exact
Schrage,Joseph,,CA30,1,C,,aucun_nom
Schratz,Shelly,,NY26,1,C,,aucun_nom
Schreiber,Justin,,CO04,1,C,,aucun_nom
Schrepel,Jack,,NY17,1,D,,aucun_nom
Schrier,Kim,,WA08,14,ACHOPX,S001216,exact
Schrier,Kim Dr,,WA08,14,BOPX,S001216,prefixe
Schrode,Erin Azaria,,CA02,1,X,,aucun_nom
Schroder,Kate,,OH01,4,CX,,aucun_nom
Schroeder,Will Dr,,IL10,1,D,,aucun_nom
Schroepfer,Mark P.,,MN01,1,D,,aucun_nom
Schuckman,Perry L.,,KS04,2,CX,,aucun_nom
Schuh,Jon Rodney,Jr.,IL17,1,C,,aucun_nom
Schultz,Jennifer,,MN08,5,AC,,aucun_nom
Schultz,John Thomas,,,1,W,,aucun_nom
Schultz,Matthew Damian,,AK00,2,C,,aucun_nom
Schultz,Matthew David,,IA03,1,C,,aucun_nom
Schulz,Jonah,,OH11,1,C,,aucun_nom
Schulz,Scott,,OH07,2,C,,aucun_nom
Schumann,Ross Alan,,TX11,1,D,,aucun_nom
Schupp,Jill D. S.,,MO02,2,C,,aucun_nom
Schupp,Jill Darlyne,,MO02,1,X,,aucun_nom
Schuster,Robert Kyle,,AZ08,2,DW,,aucun_nom
Schwab,Kurt L.,,TX33,2,D,,aucun_nom
Schwalbe,Nina,,NY12,1,C,,aucun_nom
Schwartz,Allyson Y.,,PA13,2,TX,S001162,prefixe
Schwartz,Dan,,NV03,6,CX,,etat_incoherent
Schwartz,Daniel,,MD01,4,ACX,,etat_incoherent
Schwartz,Derek A.,,,1,W,S001162,last_unique
Schwartz,Gail Sheridan,,CO03,1,C,,etat_incoherent
Schwartz,Leonard,,,1,W,S001162,last_unique
Schwartz,Leonard,,MI11,1,C,,etat_incoherent
Schwartz,Sheldon Elliott,,MA05,1,C,,etat_incoherent
Schwartzberg,Steven J.,,IL05,2,C,,aucun_nom
Schwartzel,Jim,,FL19,3,CX,,aucun_nom
Schwarze,Adam Noel,,MN03,1,X,,aucun_nom
Schweikert,David,,AZ01,7,OX,S001183,exact
Schweikert,David,,AZ06,23,AOX,S001183,exact
Sciortino,Carl M.,Jr,MA05,1,W,,aucun_nom
Scolavino,Ruben M.,,NJ04,1,C,,aucun_nom
Scott,Austin,,GA08,61,AOPX,S001189,exact
Scott,Christine,,FL22,1,D,,ambigu
Scott,Christine,,FL23,1,D,,ambigu
Scott,Daryl,,SC07,1,C,S001184,last+etat
Scott,David,,GA13,16,AOX,S001157,exact
Scott,Elizabeth,,,1,W,,ambigu
Scott,Elizabeth,,WA01,1,C,,ambigu
Scott,George,,PA04,1,C,,ambigu
Scott,Jeff,,NC09,3,D,,ambigu
Scott,Justin Nathaniel,,SC06,1,C,S001184,last+etat
Scott,Keanakay,,CA34,1,C,,ambigu
Scott,"Robert C. ""Bobby""",,VA03,39,AOPX,S000185,prefixe
Scott,William,,CA26,2,CD,,ambigu
Scott,Zach,,OH12,2,AC,,ambigu
Scrivener,Branden,,FL12,1,C,,aucun_nom
Scupin,Michael Lee,,GA09,1,C,,aucun_nom
Scurry,Christopher Michael,,TX31,1,C,,aucun_nom
Scurry-Smith,Gloreatha,,FL05,1,C,,aucun_nom
Scurry-Smith,Gloreatha (Glo),,FL05,1,C,,aucun_nom
Seaburg,Riley David Jesus,,NY20,1,C,,aucun_nom
Seaman,"Robert J ""Jack""",,ND01,1,C,,aucun_nom
Seaman,Victoria,,,1,W,,aucun_nom
Seaman,Victoria,,NV03,1,C,,aucun_nom
Seamans,Joan Elizabeth,,,1,W,,aucun_nom
Searcy,Sam,,NC02,3,ACX,,aucun_nom
Seay,Bob,,CO04,2,C,,aucun_nom
Sebesta,Mark William,,NY01,1,C,,aucun_nom
Sebring,Daniel P.,,WI04,2,CD,,aucun_nom
Seckman,Michael Shawn,,WV02,1,C,,aucun_nom
Sedgwick,Donald M.,,CA45,1,C,,aucun_nom
Sedillo Lopez,Antoinette,,NM01,6,ACX,,aucun_nom
Sedlock,Adam C.,Jr.,PA09,1,D,,aucun_nom
Seeberger,Rick,,TX16,2,C,,aucun_nom
Seely,Matthew,,MI08,2,CX,,aucun_nom
Segal,David,,RI02,5,ACX,,aucun_nom
Segura,Sean Paul,,TX33,1,C,,aucun_nom
Seibert,Sean,,TX18,1,C,,aucun_nom
Seidman,Barbara,,GA01,1,D,,aucun_nom
Seidman,Barbara A.,,GA01,2,C,,aucun_nom
Seifeldein,Mo,,VA08,3,CX,,aucun_nom
Seikaly,Helane Sawsan,,TX03,2,C,,aucun_nom
Seim,Gavin David,,WA04,1,C,,aucun_nom
Sein,Edward Upton,,IN08,1,C,,aucun_nom
Selen,Tayfun,,NJ11,3,CX,,aucun_nom
Self,Keith Alan,,TX03,10,COPX,S001224,prefixe
Sell,Tom,,TX19,2,C,,aucun_nom
Sellers,David,,MS04,3,CX,,aucun_nom
Sellers,Leah,,,1,W,,aucun_nom
Sellers,Roderick,,,1,W,,aucun_nom
Sellers,Roderick,,GA11,1,C,,aucun_nom
Selmont,George Austin,,FL04,2,CX,,aucun_nom
Selvig,Marissa Joy,,WY00,1,D,,aucun_nom
Semenenko,Max,,CA07,2,C,,aucun_nom
Semple,Bernadette,,NY05,1,W,,aucun_nom
Sempolinski,Joseph,,NY23,4,CTX,S001219,exact
Seney,Michael Robert,,NY20,2,CX,,aucun_nom
Senger,Darlene,,IL11,1,C,,aucun_nom
Sensenbrenner,F. James,Jr.,WI05,24,AOPTX,S000244,prefixe
Septimo,Amanda N.,,NY15,1,C,,aucun_nom
Seretskiy,Yuriy,,CA06,1,D,,aucun_nom
Sergent,Talley,,WV02,4,CX,,aucun_nom
Serrano,Carolina,,NV01,1,C,,etat_incoherent
Serrano,Carolina,,NV04,2,CX,,etat_incoherent
Serrano,Gerardo,,KY03,2,CD,,etat_incoherent
Serrano,Gerardo,,KY05,1,C,,etat_incoherent
Serrano,Jose E.,,NY15,1,O,S000248,prefixe
Serrano,José E.,,NY15,9,AOTX,S000248,prefixe
Serratore,Leonard Louis,,FL20,1,C,,aucun_nom
Servance,Squire,,NJ12,2,CX,,aucun_nom
Seryak,Kit,,,1,W,,aucun_nom
Seryak,Kit,,OH16,1,C,,aucun_nom
Sessions,Pete,,TX17,50,ACOPX,S000250,exact
Sessions,Pete,,TX32,118,ACHOPTX,S000250,exact
Sessler,Jerrod,,WA04,4,C,,aucun_nom
Sessler,Jerrod C,,WA04,2,C,,aucun_nom
Settelmeyer,James Arnold,,NV02,1,C,,aucun_nom
Severino,Joseph,,IL10,1,D,,aucun_nom
Severson,Daniel Mark,,FL19,2,CD,,aucun_nom
Sevigny,Stephen,,FL06,2,AC,,aucun_nom
Sewell,Briana,,VA07,3,CX,,etat_incoherent
Sewell,Terri A.,,AL07,15,AOP,S001185,prefixe
Sewell,Terrycina Andrea,,AL07,12,X,S001185,last_unique
Seyfferth,Rob,,MD03,1,C,,aucun_nom
Seyfferth,Robert,,MD03,2,CD,,aucun_nom
Shackelford,Jody,,AR01,1,C,,aucun_nom
Shaffer,Jeremy,,PA17,1,C,,aucun_nom
Shah,Amish,,AZ01,4,ACX,,aucun_nom
Shah,Amish Dr,,AZ01,3,CX,,aucun_nom
Shah,Sapan MD JD,,ID10,3,AC,,aucun_nom
Shah,Sapan MD JD,,IL10,1,D,,aucun_nom
Shah,Tina,,NJ07,3,CX,,aucun_nom
Shaheen,Stefany,,NH01,3,CX,,aucun_nom
Shakil,Kevin Bryan,,NY04,1,X,,aucun_nom
Shalala,Donna,,FL27,15,ACHOPTX,S001206,exact
Shamel,Hayden Catherine,,AR04,2,C,,aucun_nom
Shammas,Joseph Aro,IV,CA29,1,C,,aucun_nom
Shammas,Joseph Ivaro,,CA29,3,AC,,aucun_nom
Shammas,Joseph Ivaro,IV,CA29,1,C,,aucun_nom
Shanahan,Whitney,,CA48,1,C,,aucun_nom
Shankland,Katrina,,WI03,4,AC,,aucun_nom
Shannon,Rick Alan,Jr.,TN05,2,C,,aucun_nom
Shapiro,M. David,,FL16,4,ACX,,aucun_nom
Shapiro,Michael,,CA33,1,C,,aucun_nom
Sharief,Barbara,,FL20,2,C,,aucun_nom
Sharkey,John,,NC09,2,AW,,aucun_nom
Sharkey,John,,NC12,1,C,,aucun_nom
Sharkey,John John,,NC09,1,C,,aucun_nom
Sharma,Nisha,,CA15,1,C,,aucun_nom
Sharon,Jennifer,,TX35,2,CD,,aucun_nom
Sharon,Jennifer,,TX37,1,C,,aucun_nom
Shaver,Brian Alan,,OH05,1,C,,aucun_nom
Shaver,Robert Michael,,NY19,2,CW,,aucun_nom
Shaver,Robert Michael,,NY21,1,D,,aucun_nom
Shaw,Monte,,IA03,1,C,,aucun_nom
Shayani,Payam Mark,,CA28,1,X,,aucun_nom
Shea,Chris,,CT05,1,X,,aucun_nom
Shea,Cornelius,,MA02,1,D,,aucun_nom
Shea-Porter,Carol,,NH01,6,CHOT,S001170,exact
Sheahan,Madison Dean,,OH09,1,C,,aucun_nom
Shearer,Alaina,,OH12,3,C,,aucun_nom
Shecktor,Andrew,,,1,W,,aucun_nom
Shecktor,Andrew,,PA11,2,CD,,aucun_nom
Shedd,Tiffany,,AZ01,5,CX,,aucun_nom
Sheehan,Molly,,PA05,1,X,,aucun_nom
Sheehan,Molly,,PA07,2,CX,,aucun_nom
Sheets,Kenneth,,,1,W,,aucun_nom
Sheets,Kenneth,,TX05,1,C,,aucun_nom
Sheffield,Horace,,MI13,2,D,,aucun_nom
Shehadeh,Hassan,,NJ04,1,C,,aucun_nom
Sheil,John Arthur,,OH02,1,D,,aucun_nom
Shein,Dimitri,,AK00,2,C,,aucun_nom
Shekari,Melody,,TN03,1,C,,aucun_nom
Sheldon,Donna Hortman,,GA10,1,C,,aucun_nom
Sheldon,Stephen Marc,,CO03,1,W,,aucun_nom
Sheldon-London,Monika Louise Ms,,CA03,2,CX,,aucun_nom
Shelton,Alisha,,NE02,3,ACX,,aucun_nom
Shelton,Kim,,MD04,1,D,,aucun_nom
Shepard,Casey,,TX17,1,C,,aucun_nom
Shepard,Phillip Ray,,NC03,1,C,,aucun_nom
Shepherd,Doug,,CA41,4,CW,,aucun_nom
Shepherd,George,,FL09,2,CX,,aucun_nom
Shepherd,Mark,,UT01,1,C,,aucun_nom
Shepherd,Rick,,NV02,5,ACD,,aucun_nom
Sheridan,Ryan,,MO02,2,CX,,aucun_nom
Sheridan,Timothy J.,,CA41,5,ACWX,,aucun_nom
Sheridan,Timothy J.,,CA42,2,C,,aucun_nom
Sheriff,Peggy,,ME02,1,W,,aucun_nom
Sherill,Reba F.,,FL21,2,DX,,aucun_nom
Sherman,Brad,,CA30,16,OPX,S000344,exact
Sherman,Brad,,CA32,9,OPX,S000344,exact
Sherman,Jayesun Israel,,MN07,4,C,,etat_incoherent
Sherow,James Earl,,KS01,2,CX,,aucun_nom
Sherrell,Lenda,,TN04,2,CX,,aucun_nom
Sherrill,Mikie,,NJ11,30,CHOPTX,S001207,exact
Sherrill,Peter W.,,NY16,2,CX,,etat_incoherent
Sherrill,Rebecca Michelle,,NJ11,2,CX,S001207,last_unique
Sherry,Barbara Louise,,AZ02,2,C,,aucun_nom
Sherzan,Michael Thomas,,,1,W,,aucun_nom
Sherzan,Michael Thomas,,IA03,1,W,,aucun_nom
Sherzan,Mike,,IA03,2,AC,,aucun_nom
Sherzan,Mike T,,IA03,1,C,,aucun_nom
Sheth,Ashmi,,NY10,1,X,,aucun_nom
Sheth,Nirav,,WA08,1,C,,aucun_nom
Sheth,Nirav,,WA10,1,C,,aucun_nom
Shevlin,Harold Elwood,,TN03,3,ACD,,aucun_nom
Shimkus,John,,IL15,10,AOTX,S000364,exact
Shin,Irene,,VA11,1,X,,aucun_nom
Shinkle,Caroline,,NY12,1,C,,aucun_nom
Shipley,Sheryl,,,1,W,,aucun_nom
Shipley,Sheryl,,IN04,1,C,,aucun_nom
Shipp,Brett R.,,TX32,2,CX,,aucun_nom
Shirley,Kelly,,FL07,1,C,,aucun_nom
Shirley,Liubov Grechen,,NY02,1,C,,aucun_nom
Shkreli,Suzanna,,MI08,1,C,,aucun_nom
Shoaf,Elgin Ledesma,,NV03,1,W,,aucun_nom
Shoaf,Farren Kent,,NC13,1,C,,aucun_nom
Shoaf,James Ryman,,FL04,1,C,,aucun_nom
Shoblom,Scott,,CA10,1,C,,aucun_nom
Shocklee,Levii,,TX06,1,C,,aucun_nom
Shoemake,Shelley,,MS02,1,D,,aucun_nom
Shoemaker,Ed,,FL15,1,C,,aucun_nom
Shoemaker,James H.,,CA09,1,C,,aucun_nom
Shoemaker,Matt,,NC13,1,C,,aucun_nom
Sholty,Morgun,,NV01,1,C,,aucun_nom
Shook,Steven James,,TX26,2,C,,aucun_nom
Shootman,Gabriel,,CA52,1,D,,aucun_nom
Shores,Daniel L.,,MA09,1,C,,aucun_nom
Short,Bryon Hall,,,1,W,,aucun_nom
Short,Bryon Hall,,DE00,1,C,,aucun_nom
Short,Grant,,KY02,1,C,,aucun_nom
Short,Grant T,,KY02,2,AD,,aucun_nom
Showalter,Reed,,IL07,1,C,,aucun_nom
Shreve,Jefferson,,IN06,16,CHPX,S001229,exact
Shubert,Fern Haywood,,NC09,1,C,,aucun_nom
Shudofsky,Aryeh,,MD08,2,C,,aucun_nom
Shultz,Dakota,,MO06,1,C,,aucun_nom
Shuster,Bill,,PA09,12,AOTX,S001154,exact
Shuster,James Bartley,,CA32,1,C,,etat_incoherent
Shuttleworth,Bruce Bowen,,VA08,1,C,,aucun_nom
Shwartz,Norman E.,,MA05,1,C,,aucun_nom
Shyne,Sepi,,CA30,2,CX,,aucun_nom
Shypulefski,Brent Brent,,NC01,1,C,,aucun_nom
Si,Tae Hee,,OK04,1,C,,aucun_nom
Sickles,Mark David,,VA08,1,W,,aucun_nom
Siddiqui,Imran Uddin Dr,,FL20,1,X,,aucun_nom
Siddiqui,Omar A.,,CA48,3,CD,,aucun_nom
Sidie,Jay,,KS03,4,CX,,aucun_nom
Sidwell,Austin Austin,,AL01,1,C,,aucun_nom
Siebe,Amanda Nicole,,OR01,2,CD,,aucun_nom
Siedenbuehl,Thomas,,PA06,2,CW,,aucun_nom
Siegel,Cynthia,,TX07,2,CW,,aucun_nom
Siegel,Michael,,TX10,2,C,,aucun_nom
Siegel,Mike,,TX10,1,C,,aucun_nom
Sigala,Angelina,,CA10,1,A,,aucun_nom
Sigala,Angelina,,CA13,2,CW,,aucun_nom
Sigala,Angelina R.,,CA10,1,C,,aucun_nom
Sigala-Rosario,Angelina,,CA13,1,C,,aucun_nom
Siganporia,Karl,,CA34,1,D,,aucun_nom
Sigel,Ben,,MA04,1,C,,aucun_nom
Sigler,Michael J.,,NY22,1,C,,aucun_nom
Sigmon,Jason,,TX32,1,C,,aucun_nom
Signorello,Joseph,III,NJ07,1,C,,aucun_nom
Silifies,Tim,,PA07,1,C,,aucun_nom
Silk,Joseph Wesley,,OK02,1,C,,aucun_nom
