last,first,suffix,state_district,n_depots,types,bioguide,match_method
Sills,Katelyn Anne,,,1,W,,aucun_nom
Sills,Katelyn Anne,,CA05,1,C,,aucun_nom
Silva,Mary,,WA01,2,CX,,aucun_nom
Silva,Robert Leo,II,CA09,1,D,,aucun_nom
Silva,Thomas W.,,CA07,1,C,,aucun_nom
Silva,Thomas W.,,CO07,1,C,,aucun_nom
Silverstein,David A.,,NY04,1,W,,aucun_nom
Simitian,S. Joseph,,CA16,7,AC,,aucun_nom
Simitian,S. Joseph,,CA17,8,C,,aucun_nom
Simmons,Deva,,FL18,1,D,,aucun_nom
Simmons,Doanita,,MO03,1,D,,aucun_nom
Simmons,Justin Jay,,PA15,2,CW,,aucun_nom
Simmons,Lindsey Nicole,,MO04,3,CX,,aucun_nom
Simmons,Mike,,IL09,1,C,,aucun_nom
Simmons,Thomas T.,,MA01,1,C,,aucun_nom
Simms,Jill Eaton,,OH13,1,C,,aucun_nom
Simon,Fred J.,Jr.,CA52,1,D,S001231,last_unique
Simon,Fred Joseph,,NV02,1,C,,etat_incoherent
Simon,Jo Anne,,NY10,1,C,,etat_incoherent
Simon,Lateefah,,CA12,10,CHX,S001231,exact
Simon,Michael Craig,,CA48,1,C,S001231,last_unique
Simonelli,Lucia Dora,,PA01,3,CX,,aucun_nom
Simpson,Cory S,,WV02,1,C,,etat_incoherent
Simpson,Jim,,MD02,1,C,,etat_incoherent
Simpson,Michael K.,,ID02,54,AOPX,S001148,prefixe
Simpson,Stephen K Mr,,GA10,1,X,,etat_incoherent
Sims,Alan,,GA10,3,CX,,aucun_nom
Sims,Brian Kendall,,PA02,1,C,,aucun_nom
Sims,David,,KY01,2,C,,aucun_nom
Sims,Dione Michelle,,TX25,2,C,,aucun_nom
Sims,Kaleb,,TX17,1,C,,aucun_nom
Sin,Matthew,,NC10,1,C,,aucun_nom
Sinclair,Kyle,,TX20,1,C,,aucun_nom
Sinclair,Kyle E.,,TX20,1,C,,aucun_nom
Sinema,Kyrsten,,AZ09,7,AEO,S001191,exact
Singer,James Courage,,UT03,1,C,,aucun_nom
Singer,Scott M.,,FL23,1,X,,aucun_nom
Singh,Bisham,,MI10,1,C,,aucun_nom
Singh,Hirsh,,NJ02,1,C,,aucun_nom
Singh,Major,,CA14,1,C,,aucun_nom
Singh,Navraj,,CA25,1,C,,aucun_nom
Singh,Sujit,,NJ12,4,ACX,,aucun_nom
Singletary,La'Ron Desmond,,NY25,2,C,,aucun_nom
Singleton,Philip Jerald,,GA03,2,C,,aucun_nom
Singleton,Phillip,,GA03,1,C,,aucun_nom
Sinha,Viresh M.,,SC02,1,D,,aucun_nom
Sinner,George B.,,ND,1,C,,aucun_nom
Sinuk,Brian,,AZ06,1,C,,aucun_nom
Sires,Albio,,NJ08,12,OPTX,S001165,exact
Sisco,Carla-Joy,,TX35,1,C,,aucun_nom
Sistek,Leonard Albert,Jr.,CO04,1,W,,aucun_nom
Sites,Jeffrey Alan,,OH04,4,C,,aucun_nom
Sitka,John,III,VA03,2,AC,,aucun_nom
Sivarajah,Rhonda,,MN06,1,C,,aucun_nom
Skarlatos,Alek,,OR04,4,C,,aucun_nom
Skellington,Shelley M.,,NY24,1,C,,aucun_nom
Skelton,Shane John,,CA26,1,C,,aucun_nom
Skibo,Brian,,PA03,3,CD,,aucun_nom
Skinner,Nancy,,MI11,1,C,,aucun_nom
Skold,Alida,,WA08,1,C,,aucun_nom
Skolnick,Shelton,,MD08,1,D,,aucun_nom
Skoly,Stephen T.,,RI02,1,C,,aucun_nom
Skowronski,Kristin Elise,,CO03,1,C,,aucun_nom
Skudlarek,Jaden Joseph,,CT04,1,C,,aucun_nom
Slagel,Gary Allen,,TX32,2,CD,,aucun_nom
Slate,Adam,,,1,W,,aucun_nom
Slate,Adam,,VA05,1,C,,aucun_nom
Slate,Jack,,AL02,1,C,,aucun_nom
Slater,Christopher K.,,FL01,1,W,,aucun_nom
Slattery,William Michael,,,1,W,,aucun_nom
Slaughter,Louise McIntosh,,NY25,21,AOP,S000480,prefixe
Slauson,Stephen Scott,,CA12,2,CD,,aucun_nom
Slavens,John Calvin,,TX03,1,C,,aucun_nom
Slawson,Alton Clayton,III,,1,W,,aucun_nom
Sleister,Nicolaus,,VA02,1,D,,aucun_nom
Sloan,Heidi,,TX25,1,C,,aucun_nom
Sloan,Todd,,NY24,1,C,,aucun_nom
Slocum,Doug,,MI10,1,C,,aucun_nom
Slotin,Ronald David,,GA06,2,AC,,aucun_nom
Slotkin,Elissa,,MI07,5,EOX,S001208,exact
Slotkin,Elissa,,MI08,10,ACHX,S001208,exact
Slotkin,Elissa Blair,,MI08,9,AOX,S001208,prefixe
Slotnick,Nancy Dailey,,WA10,3,CD,,aucun_nom
Slotta,Chad,,NC07,1,C,,aucun_nom
Sluzynsky,Walter Steve,,PA17,1,D,,aucun_nom
Small,Edward,Jr.,TX09,1,C,,aucun_nom
Small,Eric,,ME01,1,C,,aucun_nom
Small,Mark,,IN05,1,D,,aucun_nom
Smalling,David,,TX35,3,CX,,aucun_nom
Smart,Colby,,CA02,1,C,,aucun_nom
Smead,Josh,,MO06,2,C,,aucun_nom
Smigiel,Michael,,MD01,1,C,,aucun_nom
Smiley,Heather,,MI06,1,D,,aucun_nom
Smiley,Tiffany,,WA04,2,CX,,aucun_nom
Smilowitz,Benjamin,,MD06,4,CX,,aucun_nom
Smith,Adam,,WA09,15,OPX,S000510,exact
Smith,Adrian,,NE03,28,AGOPX,S001172,exact
Smith,Aja,,CA41,4,CDX,,ambigu
Smith,Ande,,ME01,1,C,,ambigu
Smith,Brooker Logan,,NC11,1,C,,ambigu
Smith,Bryan,,ID02,4,CX,,ambigu
Smith,Carlton Elliott,,MS01,4,CDX,,ambigu
Smith,Christopher Bartholomew,,MI07,1,C,,ambigu
Smith,Christopher E.,,MI08,3,CX,,ambigu
Smith,Christopher H.,,NJ04,17,AOX,S000522,prefixe
Smith,Christy,,CA25,4,CX,,ambigu
Smith,Christy,,CA27,1,C,,ambigu
Smith,Clint William,,AZ05,1,C,,ambigu
Smith,Daniel B.,Jr.,PA16,2,CD,,ambigu
Smith,Darin Dale,,WY00,2,CX,,ambigu
Smith,Darin Dale,,WY01,2,CX,,ambigu
Smith,David A.,,FL07,2,AC,,ambigu
Smith,Dennis Michael,,OH08,1,D,,ambigu
Smith,Douglas Mark,Jr.,MI03,1,C,,ambigu
Smith,Douglas Mark Mr,Jr,MI03,2,D,,ambigu
Smith,Erica Danette,,NC02,1,C,,ambigu
Smith,Geoffery Suhmer,,TN03,1,C,,ambigu
Smith,Gina Dunckel,,TX14,1,C,S000583,last+etat
Smith,Gordon E.,,IN07,1,C,,ambigu
Smith,Gregg Harrison,,CO03,1,W,,ambigu
Smith,Hendrith Vanlon,Jr.,FL09,1,C,,ambigu
Smith,Isaac,,TX26,2,CX,S000583,last+etat
Smith,Jason T.,,MO08,17,ACOX,S001195,prefixe
Smith,Jeff G.,,OR02,1,C,,ambigu
Smith,Jesse T.,,,1,W,,ambigu
Smith,Jesse T.,,AL03,2,C,,ambigu
Smith,John (Big John),,TN05,2,C,,ambigu
Smith,Jonathan Turner,,CA34,1,C,,ambigu
Smith,Juan A.,,AZ01,2,CD,,ambigu
Smith,Kasandra L.,,TN09,2,CD,,ambigu
Smith,Kasandra Lee,,TN09,4,CD,,ambigu
Smith,Kevin,,KY05,1,C,,ambigu
Smith,Lamar,,TX21,75,OPTX,S000583,exact
Smith,Larry Joseph,,TN01,3,CDX,,ambigu
Smith,Larry Stanley,,TX34,1,C,S000583,last+etat
Smith,Loran Allen,,NC09,1,D,,ambigu
Smith,Loretta,,OR06,1,C,,ambigu
Smith,Marc Anthony,,GA01,1,D,,ambigu
Smith,Mark,,SC01,1,X,,ambigu
Smith,Matthew,,TX19,2,CX,S000583,last+etat
Smith,Michael Laurel,,DC00,1,C,,ambigu
Smith,Morgan Anthony,,WI03,1,C,,ambigu
Smith,Pamela,,OK02,2,AC,,ambigu
Smith,Paulette,,GA06,1,C,,ambigu
Smith,R. J.,,WV02,1,D,,ambigu
Smith,Rhett Rosenquest,,TX35,1,D,S000583,last+etat
Smith,Robert Eugene,,MO04,1,D,S001195,last+etat
Smith,Robert Jeffrey,,CA24,1,C,,ambigu
Smith,Sancha,,LA05,2,AC,,ambigu
Smith,Sandy,,,1,W,,ambigu
Smith,Sandy,,NC01,2,CW,,ambigu
Smith,Sandy Lee,,NC01,1,C,,ambigu
Smith,Sarah,,WA09,1,C,S000510,last+etat
Smith,Sarah Brand New,,WA09,1,C,S000510,last+etat
Smith,Scott A.,,NY18,5,CD,,ambigu
Smith,Sean,,MO05,1,C,S001195,last+etat
Smith,Stefanie,,IL13,1,C,,ambigu
Smith,Stephen Roger,,,1,W,,ambigu
Smith,Stephen Roger,,FL26,2,AC,,ambigu
Smith,Steve,,AZ01,5,ACX,,ambigu
Smith,Susan Marie,,IN07,1,D,,ambigu
Smith,Tim,,IN03,2,C,,ambigu
Smith,Toby,,SC01,1,C,,ambigu
Smith,Tootie,,OR05,1,C,,ambigu
Smith,Wesley Gilman,,MO02,1,D,S001195,last+etat
Smith,Zachary,,FL12,2,CD,,ambigu
Smoak,Justin Odell,,WA01,1,D,,aucun_nom
Smucker,Lloyd K.,,PA11,20,OPX,S001199,prefixe
Smucker,Lloyd K.,,PA16,8,ACDHOPX,S001199,prefixe
Smullen,Robert,,NY21,4,CX,,aucun_nom
Smyth,Andrew Edward,,FL16,2,CW,,aucun_nom
Sneathern,Andrew,,VA05,1,C,,aucun_nom
Snider,Justin Dale,,MO07,1,W,,aucun_nom
Snider,Justin Wayne,,,1,W,,aucun_nom
Snider,Justin Wayne,,TX06,2,CD,,aucun_nom
Snider,Vance Neal,II,TX13,3,CWX,,aucun_nom
Snow,Misty K.,,UT02,2,CW,,aucun_nom
Snow,Patty,,OR02,2,CX,,aucun_nom
Snow,Salem,,,1,W,,aucun_nom
Snow,Salem,,PA02,1,D,,aucun_nom
Snyder,Gary,,IN03,1,C,,aucun_nom
Snyder,Michael,,ID01,2,C,,aucun_nom
Snyder,Nicolette,,MI08,1,C,,aucun_nom
Snyder,Pepper,,IN03,1,D,,aucun_nom
Snyder,Stacy Ries,,TN05,1,C,,aucun_nom
Soave,Antonio,,KS02,2,CW,,aucun_nom
Sobocinski,Gregory,,NJ03,1,X,,aucun_nom
Soboleski,Mike,,ME02,3,CX,,aucun_nom
Soderberg,Nancy,,FL06,4,CX,,aucun_nom
Sodrel,Mike,,IN09,1,C,,aucun_nom
Soetaert,Michael Alan,,KS01,1,D,,aucun_nom
Sol-Gutierrez,Ana,,MD08,1,C,,aucun_nom
Sola,Louis Ernest,,,1,W,,aucun_nom
Sola,Louis Ernest,,FL24,1,C,,aucun_nom
Sola,Louis Evermarine,,FL24,2,DX,,aucun_nom
Solages,Carrie,,NY04,1,C,,aucun_nom
Soldati,Lincoln T.,,NH01,1,C,,aucun_nom
Solen,Ryan Asher,,WI01,2,CD,,aucun_nom
Solis,Hilda,,CA38,1,X,,aucun_nom
Solomon,Gavin,,CT01,1,C,,aucun_nom
Solomon,Gavin,,NY11,1,C,,aucun_nom
Solomon,Gavin,,NY12,2,C,,aucun_nom
Solomon,Gavin,,VI00,1,C,,aucun_nom
Solomon,Gavin,,WV01,1,C,,aucun_nom
Solorio,Jesus Eduardo,Jr.,IL04,1,X,,aucun_nom
Somberg,Nicholas,,MI11,1,C,,aucun_nom
Somervill,Robert Eric,,TX26,5,ACD,,aucun_nom
Song,George,,NJ05,1,C,,aucun_nom
Songer,Austin Vern,,IL06,1,D,,aucun_nom
Sonnek-Schmelz,Brent J.,,NJ06,1,C,,aucun_nom
Sonnenberg,Jerry,,CO04,1,C,,aucun_nom
Sonza,Orlando,,OH01,3,CX,,aucun_nom
Sorensen,Ben,,FL22,1,C,,etat_incoherent
Sorensen,Ben,,FL23,1,X,,etat_incoherent
Sorensen,Eric,,IL17,13,ACHOX,S001225,exact
Sorensen,Soren Christian Mr,,MN08,1,D,,etat_incoherent
Soria,Esmeralda,,CA16,1,C,,aucun_nom
Soriano,Gavriel Eliyahu,,FL11,3,C,,aucun_nom
Soriano,Gavriel Eliyahu,,FL14,3,CX,,aucun_nom
Sosa,Gina,,FL27,1,C,,aucun_nom
Sosa-Suarez,Gina I.,,FL27,1,D,,aucun_nom
Sossa-Paquette,Jeffrey Allen,,MA02,2,C,,aucun_nom
Sostack,Bradley,,FL13,2,CX,,aucun_nom
Sotelo,Philip,,TX34,1,D,,aucun_nom
Soto,Darren,,FL09,19,ACHOX,S001200,exact
Soto,Rudy,,ID01,1,C,,etat_incoherent
Soule,Peter Sundin,,CA16,1,D,,aucun_nom
Soules,Merrie Lee,,NM02,1,C,,aucun_nom
Souphanavong,Bernard Ignatius,,AK00,1,C,,aucun_nom
Southerland,Steve,II,FL02,3,ATX,S001186,exact
Southworth-Beckwith,Maximillian,,NC07,1,C,,aucun_nom
Spain,Paul,,FL22,3,CX,,aucun_nom
Spain,Paul Douglas,,,1,W,,aucun_nom
Spain,Paul Douglas Mr,,FL18,1,C,,aucun_nom
Spalding,Carla A.,,FL23,5,CX,,aucun_nom
Spalding,Carla A.,,FL25,1,C,,aucun_nom
Spalding,Carla Arlene,,FL18,2,C,,aucun_nom
Spalding,Carla Arlene,,FL20,1,X,,aucun_nom
Spampinato,Francis Cesidio,,,1,W,,aucun_nom
Spampinato,Francis Cesidio,,NY18,1,C,,aucun_nom
Spanberger,Abigail,,VA07,18,ACHOPTX,S001209,exact
Spandau,Carl,,,1,W,,aucun_nom
Spandau,Carl,,TX15,1,D,,aucun_nom
Spangler,Tom,,IN08,1,D,,aucun_nom
Spano,Vincent Ross,,FL15,6,CHOTX,S001210,last_unique
Sparks,Harvey,,OK05,1,C,,aucun_nom
Sparks,Lisa,,CA45,2,CX,,aucun_nom
Sparrow,Steven,,CA29,1,C,,aucun_nom
Spartz,Victoria,,IN05,29,CHOPX,S000929,exact
Spaulding,Stephany Rose,,CO05,2,C,,aucun_nom
Spaulding,Stephany Rose,,IL01,1,C,,aucun_nom
Speaker,James Paul,,NY26,1,D,,aucun_nom
Spearman,Patricia,,NV04,1,C,,aucun_nom
Specht,Steven K.,,FL01,1,C,,aucun_nom
Speciale,Michael David,,NC03,1,C,,aucun_nom
Speedy,Mike,,IN06,2,CX,,aucun_nom
Spees,Kristen,,NV02,4,ACD,,aucun_nom
Speier,Jackie,,CA14,27,AOPTX,S001175,exact
Speir,Jason Edward,,FL16,1,X,,aucun_nom
Spence,Allen L.,Jr.,FL17,2,CD,,aucun_nom
Spencer,Luke,,TX18,1,C,,aucun_nom
Spencer,Paul John,,AR02,2,C,,aucun_nom
Sperling,Paul,,NY11,2,D,,aucun_nom
Spezakis,Zina,,NJ09,3,AC,,aucun_nom
Spicer,Lavern,,FL24,3,C,,aucun_nom
Spiers,Jon P.,,TX02,1,C,,aucun_nom
Spinney,Bill,,CA39,1,C,,aucun_nom
Spinney,Bill,,CA41,1,C,,aucun_nom
Spoerer,Carl,,,1,W,,aucun_nom
Spoerer,Carl,,IL15,2,CD,,aucun_nom
Spotorno,Frank,,NY14,1,C,,aucun_nom
Sprayberry,Carl,,GA02,1,C,,aucun_nom
Spry,Robert,,,1,W,,aucun_nom
Spurlino,Jim,,OH08,2,CW,,aucun_nom
Srado,Antonio,,FL22,1,C,,aucun_nom
Sran,Deep,,VA10,3,CWX,,aucun_nom
Sreepada,Kiran,,TN07,3,AC,,aucun_nom
Srivastava,Sandeep Kumar,,TX03,3,CX,,aucun_nom
St Louis Larose,Valencia,,FL19,1,D,,aucun_nom
St Mosley,Clinton,,MI09,1,C,,aucun_nom
St. Clair,Lucas,,ME02,4,CX,,aucun_nom
St. George,James,,FL03,2,CX,,aucun_nom
St. John,Erick Brendan,,CA15,2,CD,,aucun_nom
St. John,Heidi,,WA03,2,C,,aucun_nom
St. John,Keith R.,,,1,W,,aucun_nom
St. John,Keith R.,,MA03,1,D,,aucun_nom
Staat,Jeremy,,CA08,1,C,,aucun_nom
Stacy,John William,,TX04,1,C,,aucun_nom
Stahl,Brian,,TX06,1,C,,aucun_nom
Stahl,Judith,,AZ04,3,X,,aucun_nom
Stahl,Judy Elizabeth,,AZ04,1,C,,aucun_nom
Staible,Tricia,,PA17,2,CX,,aucun_nom
Stallings,Richard Howard,,ID02,2,CD,,aucun_nom
Stamper,Katy L.,,GA11,2,AC,,aucun_nom
Standley,Kelly Don,,KS02,2,D,,aucun_nom
Stanford,Ala,,PA03,2,CX,,aucun_nom
Staniford,William Mansfield,,NY04,1,C,,aucun_nom
Stankevich,Nicholas Richard,,,1,W,,aucun_nom
Stankevich,Nicholas Richard,,NY27,2,CX,,aucun_nom
Stansberry,Clifford David,,TN02,1,D,,aucun_nom
Stansbury,Melanie,,NM01,9,ACOX,S001218,exact
Stanton,Eric,,ME01,1,D,,etat_incoherent
Stanton,Greg,,AZ04,12,OPX,S001211,exact
Stanton,Greg,,AZ09,18,ACHOX,S001211,exact
Stanton King,Angela,,GA05,1,C,,aucun_nom
Staples,Mary Mallory,,GA06,1,C,,aucun_nom
Stapleton,Corey,,MT00,4,AC,,aucun_nom
Stapley,Donald T.,,AZ05,1,O,,aucun_nom
Stargel,Kelli,,FL15,2,CX,,aucun_nom
Starky,Stuart,,AZ04,1,D,,aucun_nom
Starr,Michael Bob,,TX19,1,C,,aucun_nom
Starr,Stuart,,TN02,1,D,,aucun_nom
Starrett,Grant,,TN04,3,CX,,aucun_nom
Starrett,Susan,,IL14,1,X,,aucun_nom
Staten,Geral Defrance,,VA02,3,CD,,aucun_nom
Stauber,Pete,,MN08,3,CX,S001212,exact
Stauber,Peter Allen,,MN08,17,AHOPX,S001212,prefixe
Stautz,Shay,,AZ02,1,D,,aucun_nom
Stearns,Candius,,MI09,3,CX,,etat_incoherent
Steel,Cynthia Dianne,,NV01,1,C,,etat_incoherent
Steel,Michelle,,CA45,6,OTX,S001135,exact
Steel,Michelle,,CA48,6,CHOX,S001135,exact
Steele,Dayna,,TX36,5,ACX,,aucun_nom
Steele,Kevin,,FL14,1,C,,aucun_nom
Steele,Russell,,TN04,2,C,,aucun_nom
Steele,Victoria L.,,AZ02,2,C,,aucun_nom
Steen,Kevin Adam,,WI01,1,C,,aucun_nom
Stefanik,Elise M.,,NY21,21,CGOX,S001196,prefixe
Steffel,Kyle Joseph,,OH13,1,D,,aucun_nom
Steger,Michael G.,,CA12,1,C,,aucun_nom
Steger,Mike,,MI11,1,C,,aucun_nom
Steil,Bryan George,,WI01,14,ACHOPX,S001213,prefixe
Stein,Jotham,,CA16,1,C,,aucun_nom
Steinberg,Michael David,,NC09,1,C,,aucun_nom
Steinberger,Robert J.,,MD03,1,C,,aucun_nom
Steiner,Dan,,GA12,3,CD,,aucun_nom
Steiner,Max,,CA01,3,AC,,aucun_nom
Steinmann,Jessica Hart,,TX08,3,CX,,aucun_nom
Stella,Dominick J.,,IL11,3,CX,,aucun_nom
Stelson,Janelle,,PA10,7,CX,,aucun_nom
Stephens,Allison A.,,NV04,1,C,,aucun_nom
Stephens,John Matthew,,IN03,1,C,,aucun_nom
Stephens,Robert Christopher,,GA12,2,C,,aucun_nom
Stephens,Shannon Emily,,NY02,1,D,,aucun_nom
Stephenson,Scott,,WA08,1,X,,aucun_nom
Stepp,Thomas Zane,,,1,W,,aucun_nom
Stepp,Thomas Zane,,IL03,1,D,,aucun_nom
Sterling,Laura Marie,,SC06,3,CDX,,aucun_nom
Stern,Eli,,CA49,1,C,,aucun_nom
Stern,Everett,,,1,W,,aucun_nom
Stern,Everett,,PA06,1,D,,aucun_nom
Stern,Everett Alexander,,PA13,2,AC,,aucun_nom
Stern,Steven,,NY03,1,C,,aucun_nom
Steube,Greg,,FL17,22,OPX,S001214,last_unique
Steube,W. Greg,,FL17,9,ACHOPX,S001214,prefixe
Steury,Paul,,IN02,1,C,,aucun_nom
Stevanovich,Milo Milutin,,CA36,1,C,,aucun_nom
Stevens,Haley,,MI11,24,ACHOX,S001215,exact
Stevens,Michael Travis,,TX20,1,C,,etat_incoherent
Stevens,William Mark,,,1,W,S001215,last_unique
Stevenson,Bob,,UT01,2,CX,,aucun_nom
Stevenson,Cherlynn,,KY06,4,CWX,,aucun_nom
Stevenson,Dylan,,NY10,1,D,,aucun_nom
Stevenson,Eric Mr,,NC01,1,C,,aucun_nom
Stevenson,Jayme,,CT04,1,X,,aucun_nom
Stewart,Chris,,UT02,14,AOTX,S001192,exact
Stewart,Garth,,NJ10,1,C,,etat_incoherent
Stewart,Hal,,NY22,2,DW,,etat_incoherent
Stewart,John S.,,OH12,1,C,,etat_incoherent
Stewart,Kelly,,GA06,1,W,,etat_incoherent
Stewart,Trapper Gavin Alexander,,IN07,1,C,,etat_incoherent
Stickle,Herbert Edwin,,WA02,1,C,,aucun_nom
Stieringer,James George,,CA53,1,C,,aucun_nom
Stigall,Chris,,MO06,2,CX,,aucun_nom
Stille,Becky Lynn,,NE03,2,C,,aucun_nom
Stilwell,Jeff,,,1,W,,aucun_nom
Stinson,Bill,,FL08,1,C,,aucun_nom
Stinson,Will Clinton,,NC05,1,D,,aucun_nom
Stinziano,Michael,,OH15,1,W,,aucun_nom
Stivers,Steve,,OH15,24,OPTX,S001187,exact
Stockdale,David S.,,IN05,1,W,,aucun_nom
Stocker,Barbara Hamill,,MO08,1,C,,aucun_nom
Stocker,Kevin,,NY23,1,C,,aucun_nom
Stockstill,Danny,,OK01,1,C,,aucun_nom
Stockton,James D.,,FL06,1,C,,aucun_nom
Stockwell,Christopher John,,MA06,1,C,,aucun_nom
Stokes,Camron Devin,,,1,W,,aucun_nom
Stokes,Steve,,CA28,1,D,,aucun_nom
Stoler,Felicia D,,NJ04,1,C,,aucun_nom
Stoll,Matthew,,CA20,1,C,,aucun_nom
Stoll,Matthew,,CA22,1,C,,aucun_nom
Stoltzfus,Reggie,,OH06,1,C,,aucun_nom
Stolz,John,,PA12,3,CWX,,aucun_nom
Stone,Damian,,FL12,1,C,,aucun_nom
Stone,Damian Dr,,FL12,1,C,,aucun_nom
Stone,Elizabeth,,VA10,1,C,,aucun_nom
Stone,Jeffrey E.,,CA36,1,C,,aucun_nom
Stone,John Erwin  Erwin Mr,II,GA12,1,C,,aucun_nom
Stone,Ryan Henry,,TX10,1,C,,aucun_nom
Stooksbury,Rodney,,GA06,1,D,,aucun_nom
Stoops,Jason Dwight,,OH01,1,D,,aucun_nom
Storment,Brandon,,CA01,1,D,,aucun_nom
Storms,Alex,,WA01,1,D,,aucun_nom
Story,Jeremy,,TX10,1,C,,aucun_nom
Story,Justin,,FL09,3,CD,,aucun_nom
Stotts-Pearson,Erika,,TN08,1,C,,aucun_nom
Stout,Anna Marie,,CO03,2,CX,,aucun_nom
Stout,Katy Padilla,,TX23,2,C,,aucun_nom
Stovall,Dwayne,,TX36,2,C,,aucun_nom
Stovall,Dwayne Bradley,,TX09,1,C,,aucun_nom
Stovall,Valencia,,GA05,1,C,,aucun_nom
Stover,Brian C.,,GA14,1,C,,aucun_nom
Stover,Lindsey Davis,,VA10,3,CX,,aucun_nom
Strada,Joe,,FL11,1,X,,aucun_nom
Strahan,Jennifer,,GA14,1,C,,aucun_nom
Strait,Terence Michael,,MD04,1,C,,aucun_nom
Strand,John,,FL19,3,CX,,aucun_nom
Strange,Melissa Claire,,KY04,4,CX,,aucun_nom
Strano Taylor,Kerith,,PA05,3,C,,aucun_nom
Strauss,Mark David,,IA02,3,AC,,aucun_nom
Strauss,Raymond John,,AZ04,2,C,,aucun_nom
Straw,Andrew,,IL04,1,C,,aucun_nom
Straw,Andrew U D,,VA08,1,D,,aucun_nom
Straw,Andrew U. D.,,IL08,1,C,,aucun_nom
Straw,Andrew U. D.,,VT00,3,DW,,aucun_nom
Street,Sharif,,PA03,2,C,,aucun_nom
Streicker,Margaret,,CT03,2,CX,,aucun_nom
Streusand,Benjamin Earl,,TX36,1,C,,aucun_nom
Strickland,Anthony A.,,CA25,2,CX,,etat_incoherent
Strickland,Justin,,NJ11,1,D,,etat_incoherent
Strickland,Maria D.,,GA09,1,C,,etat_incoherent
Strickland,Marilyn,,WA10,12,CHOX,S001159,exact
Strickland,Timmy,,NC02,2,D,,etat_incoherent
Strickler,Matt,,VA02,3,AC,,aucun_nom
Strickler,Robert J.,,PA01,1,C,,aucun_nom
Stripling,Karen,,FL02,1,C,,aucun_nom
Stroebel,S Duane,Jr,WI06,1,C,,aucun_nom
Strong,Dale Whitney,,AL05,10,CHOX,S001220,prefixe
Strouse,Kevin,,PA08,1,C,,aucun_nom
Stuard,Gary,,TX32,1,C,,aucun_nom
Stuart,Cynthia Alexis,,CA24,1,D,,aucun_nom
Stubbs,Jeremy Carlton Heston,,GA06,1,C,,aucun_nom
Stubson,Timothy Michael,,WY00,1,C,,aucun_nom
Stuck,Amanda,,WI08,1,C,,aucun_nom
Stuckart,Ben,,,1,W,,aucun_nom
Stuckart,Ben,,WA05,2,C,,aucun_nom
Stump,Bob,,,1,W,,aucun_nom
Stump,Bob,,AZ08,1,C,,aucun_nom
Sturges,Caleb Samuel,,CA48,1,D,,aucun_nom
Sturgill,Jonathan Scott,,FL07,3,AC,,aucun_nom
Sturgill,Scott,,FL07,1,C,,aucun_nom
Sturm,Scott,,TX17,1,C,,aucun_nom
Sturm,Scott William,,TX21,1,C,,aucun_nom
Stuski,Aurora,,PA04,1,D,,aucun_nom
Stutzman,Christy,,IN02,2,DW,S001188,last_unique
Stutzman,Marlin,,IN03,7,CHX,S001188,exact
Stutzman,Marlin A.,,IN03,10,AOPTX,S001188,prefixe
Su,Dongbo Mark,,IL09,2,CW,,aucun_nom
Subick,Julian,,PA05,1,D,,aucun_nom
Sublette,Sean,,VA01,1,X,,aucun_nom
Subramanyam,Suhas,,VA10,7,ACHOX,S001230,exact
Suddarth,John,,VA01,3,CD,,aucun_nom
Sudduth,Cheryl,,CA11,1,C,,aucun_nom
Sugarman,Kimberly,,,1,W,,aucun_nom
Sukhia,Ken,,FL02,1,C,,aucun_nom
Sullivan,David Xavier,,CT05,3,C,,etat_incoherent
Sullivan,Dennis John,,NV03,1,C,,etat_incoherent
Sullivan,Joe,,MN01,1,C,,etat_incoherent
Sullivan,John,,NY17,3,CWX,,candidat_etat_incoherent
Sullivan,Mark,,NE03,1,C,,etat_incoherent
Sullivan,Maura Corby,,NH01,5,CX,,etat_incoherent
Sullivan,Sue,,,1,W,S001155,last_unique
Sullivan,Sue,,NY19,2,CX,,etat_incoherent
Sultan,Aamir,,NY10,1,C,,aucun_nom
Summe,Mark John,,IN02,2,D,,aucun_nom
Summeralls,Donald Ray,II,FL27,1,D,,aucun_nom
Summerlin,Sadi,,LA03,1,D,,aucun_nom
Sund,Sharon,,MN03,1,C,,aucun_nom
Sundberg,David,,MD05,2,CX,,aucun_nom
Sundeen,Dakin M.,,CA13,1,C,,aucun_nom
Sundquist,Edward A.,,NY23,3,CX,,aucun_nom
Suozzi,Thomas,,NY03,49,ACHOPTX,S001201,exact
Suozzi,Thomas R.,,NY03,9,AHPX,S001201,prefixe
Supin,Jeanne,,NC05,1,C,,aucun_nom
Sutherland,Charles Taylor,,NC06,2,C,,aucun_nom
Sutherland,Matthew James,,WA05,1,C,,aucun_nom
Sutherland,Robert J.,,WA01,3,CD,,aucun_nom
Suttles,Anthony,,VA10,3,CX,,aucun_nom
Sutton,Aleccia,,NC03,1,D,,etat_incoherent
Sutton,Lisa Song,,NV04,2,C,,etat_incoherent
Sutton,Trent Gregory,,TX17,1,C,,etat_incoherent
Suzara,Jeremiah Angeles,,CA52,1,C,,aucun_nom
Svoboda,Steve,,,1,W,,aucun_nom
Svoboda,Steve,,NE01,1,C,,aucun_nom
Swad,Antonio,,TX32,1,C,,aucun_nom
