bioguide_id,last_name,first_name,official_full,nickname,party,chamber,state,district,declarant_name,name_variants,committee_membership,committees_key_flag
L000570,Luján,Ben,Ben Ray Luján,,Democrat,senate,NM,,Ben Ray Luján,"[""Ben Luj\u00e1n"", ""Ben Ray Luj\u00e1n""]","[""SSAF14"", ""SSAF15"", ""SSAF16"", ""SSCM34"", ""SSCM35"", ""SSCM38"", ""SSFI10"", ""SSFI11"", ""SSFI12"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Finance"", ""Senate Committee on Indian Affairs"", ""Senate Committee on the Budget"", ""United States Senate Caucus on International Narcotics Control""]",True
L000562,Lynch,Stephen,Stephen F. Lynch,,Democrat,house,MA,8.0,Stephen F. Lynch,"[""Stephen F. Lynch"", ""Stephen Lynch""]","[""HSBA16"", ""HSBA20"", ""HSBA21"", ""HSGO06"", ""HSGO16"", ""House Committee on Financial Services"", ""House Committee on Oversight and Government Reform""]",True
M000133,Markey,Edward,Edward J. Markey,Ed,Democrat,senate,MA,,Edward J. Markey,"[""Ed Markey"", ""Edward J. Markey"", ""Edward Markey""]","[""SSCM34"", ""SSCM35"", ""SSCM38"", ""SSEV08"", ""SSEV09"", ""SSEV10"", ""SSHR09"", ""SSHR12"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on Small Business and Entrepreneurship""]",False
M001163,Matsui,Doris,Doris O. Matsui,,Democrat,house,CA,7.0,Doris O. Matsui,"[""Doris Matsui"", ""Doris O. Matsui""]","[""HSIF03"", ""HSIF16"", ""House Committee on Energy and Commerce""]",False
M001157,McCaul,Michael,Michael T. McCaul,,Republican,house,TX,10.0,Michael T. McCaul,"[""Michael McCaul"", ""Michael T. McCaul""]","[""HSFA05"", ""HSFA14"", ""House Committee on Foreign Affairs"", ""House Committee on Homeland Security""]",False
M001177,McClintock,Tom,Tom McClintock,,Republican,house,CA,5.0,Tom McClintock,"[""Tom McClintock""]","[""HSII10"", ""HSII13"", ""HSJU01"", ""HSJU10"", ""House Committee on Natural Resources"", ""House Committee on the Budget"", ""House Committee on the Judiciary""]",False
M001143,McCollum,Betty,Betty McCollum,,Democrat,house,MN,4.0,Betty McCollum,"[""Betty McCollum""]","[""HSAP02"", ""HSAP06"", ""House Committee on Appropriations""]",False
M000312,McGovern,James,James P. McGovern,Jim,Democrat,house,MA,2.0,James P. McGovern,"[""James McGovern"", ""James P. McGovern"", ""Jim McGovern""]","[""HSAG03"", ""HSRU04"", ""House Committee on Agriculture"", ""House Committee on Rules""]",False
M001137,Meeks,Gregory,Gregory W. Meeks,,Democrat,house,NY,5.0,Gregory W. Meeks,"[""Gregory Meeks"", ""Gregory W. Meeks""]","[""HSBA16"", ""HSBA20"", ""House Committee on Financial Services"", ""House Committee on Foreign Affairs""]",True
M001160,Moore,Gwen,Gwen Moore,,Democrat,house,WI,4.0,Gwen Moore,"[""Gwen Moore""]","[""HSWM01"", ""HSWM03"", ""HSWM05"", ""House Committee on Ways and Means"", ""Joint Economic Committee""]",False
M000934,Moran,Jerry,Jerry Moran,,Republican,senate,KS,,Jerry Moran,"[""Jerry Moran""]","[""SSAF13"", ""SSAF15"", ""SSAP01"", ""SSAP02"", ""SSAP16"", ""SSAP18"", ""SSAP20"", ""SSAP24"", ""SSCM33"", ""SSCM34"", ""SSCM35"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Appropriations"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Indian Affairs"", ""Senate Committee on Veterans' Affairs"", ""Senate Select Committee on Intelligence""]",True
M001153,Murkowski,Lisa,Lisa Murkowski,,Republican,senate,AK,,Lisa Murkowski,"[""Lisa Murkowski""]","[""SSAP02"", ""SSAP14"", ""SSAP16"", ""SSAP17"", ""SSAP19"", ""SSAP22"", ""SSEG03"", ""SSEG04"", ""SSHR09"", ""SSHR12"", ""Senate Committee on Appropriations"", ""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on Indian Affairs""]",False
M001169,Murphy,Christopher,Christopher Murphy,,Democrat,senate,CT,,Christopher Murphy,"[""Christopher Murphy""]","[""SSAP02"", ""SSAP14"", ""SSAP18"", ""SSAP20"", ""SSAP24"", ""SSFR01"", ""SSFR06"", ""SSFR07"", ""SSHR11"", ""SSHR12"", ""Senate Committee on Appropriations"", ""Senate Committee on Foreign Relations"", ""Senate Committee on Health, Education, Labor, and Pensions""]",False
M001111,Murray,Patty,Patty Murray,,Democrat,senate,WA,,Patty Murray,"[""Patty Murray""]","[""SSAP01"", ""SSAP02"", ""SSAP08"", ""SSAP14"", ""SSAP16"", ""SSAP17"", ""SSAP18"", ""SSAP19"", ""SSAP20"", ""SSAP22"", ""SSAP23"", ""SSAP24"", ""SSHR09"", ""SSHR12"", ""Senate Committee on Appropriations"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on Veterans' Affairs"", ""Senate Committee on the Budget""]",False
N000002,Nadler,Jerrold,Jerrold Nadler,,Democrat,house,NY,12.0,Jerrold Nadler,"[""Jerrold Nadler""]","[""HSJU01"", ""HSJU05"", ""HSPW12"", ""HSPW14"", ""House Committee on Transportation and Infrastructure"", ""House Committee on the Judiciary""]",False
N000015,Neal,Richard,Richard E. Neal,,Democrat,house,MA,1.0,Richard E. Neal,"[""Richard E. Neal"", ""Richard Neal""]","[""House Committee on Ways and Means"", ""Joint Committee on Taxation""]",False
N000147,Norton,Eleanor,Eleanor Holmes Norton,,Democrat,house,DC,0.0,Eleanor Holmes Norton,"[""Eleanor Holmes Norton"", ""Eleanor Norton""]","[""HSGO16"", ""HSGO24"", ""HSPW02"", ""HSPW05"", ""HSPW12"", ""HSPW13"", ""House Committee on Oversight and Government Reform"", ""House Committee on Transportation and Infrastructure""]",False
P000034,Pallone,Frank,"Frank Pallone, Jr.",,Democrat,house,NJ,6.0,"Frank Pallone, Jr.","[""Frank Pallone"", ""Frank Pallone, Jr.""]","[""House Committee on Energy and Commerce""]",False
P000603,Paul,Rand,Rand Paul,,Republican,senate,KY,,Rand Paul,"[""Rand Paul""]","[""SSFR01"", ""SSFR09"", ""SSFR14"", ""SSFR15"", ""SSGA01"", ""SSGA20"", ""SSGA22"", ""SSHR09"", ""SSHR12"", ""Senate Committee on Foreign Relations"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on Homeland Security and Governmental Affairs"", ""Senate Committee on Small Business and Entrepreneurship""]",False
P000197,Pelosi,Nancy,Nancy Pelosi,,Democrat,house,CA,11.0,Nancy Pelosi,"[""Nancy Pelosi""]",[],False
P000595,Peters,Gary,Gary C. Peters,,Democrat,senate,MI,,Gary C. Peters,"[""Gary C. Peters"", ""Gary Peters""]","[""SSAP01"", ""SSAP14"", ""SSAP16"", ""SSAP19"", ""SSAP22"", ""SSAS14"", ""SSAS20"", ""SSAS21"", ""SSCM34"", ""SSCM36"", ""SSCM37"", ""SSCM38"", ""SSGA01"", ""SSGA20"", ""SSGA22"", ""Senate Committee on Appropriations"", ""Senate Committee on Armed Services"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Homeland Security and Governmental Affairs""]",True
P000597,Pingree,Chellie,Chellie Pingree,,Democrat,house,ME,1.0,Chellie Pingree,"[""Chellie Pingree""]","[""HSAP01"", ""HSAP06"", ""House Committee on Agriculture"", ""House Committee on Appropriations""]",False
Q000023,Quigley,Mike,Mike Quigley,,Democrat,house,IL,5.0,Mike Quigley,"[""Mike Quigley""]","[""HLIG04"", ""HLIG11"", ""HSAP04"", ""HSAP20"", ""HSAP24"", ""House Committee on Appropriations"", ""House Permanent Select Committee on Intelligence""]",True
R000395,Rogers,Harold,Harold Rogers,Hal,Republican,house,KY,5.0,Harold Rogers,"[""Hal Rogers"", ""Harold Rogers""]","[""HSAP02"", ""HSAP19"", ""HSAP20"", ""House Committee on Appropriations""]",False
R000575,Rogers,Mike,Mike Rogers,,Republican,house,AL,3.0,Mike Rogers,"[""Mike Rogers""]","[""House Committee on Armed Services""]",True
S001176,Scalise,Steve,Steve Scalise,,Republican,house,LA,1.0,Steve Scalise,"[""Steve Scalise""]",[],False
S001145,Schakowsky,Janice,Janice D. Schakowsky,Jan,Democrat,house,IL,9.0,Janice D. Schakowsky,"[""Jan Schakowsky"", ""Janice D. Schakowsky"", ""Janice Schakowsky""]","[""HSIF17"", ""HSIF18"", ""House Committee on Energy and Commerce""]",False
S001150,Schiff,Adam,Adam B. Schiff,,Democrat,senate,CA,,Adam B. Schiff,"[""Adam B. Schiff"", ""Adam Schiff""]","[""SSAF13"", ""SSAF14"", ""SSEV08"", ""SSEV10"", ""SSEV15"", ""SSJU01"", ""SSJU21"", ""SSJU26"", ""SSJU28"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Small Business and Entrepreneurship"", ""Senate Committee on the Judiciary""]",False
S000148,Schumer,Charles,Charles E. Schumer,Chuck,Democrat,senate,NY,,Charles E. Schumer,"[""Charles E. Schumer"", ""Charles Schumer"", ""Chuck Schumer""]","[""Senate Committee on Rules and Administration"", ""Senate Select Committee on Intelligence""]",True
S001183,Schweikert,David,David Schweikert,,Republican,house,AZ,1.0,David Schweikert,"[""David Schweikert""]","[""HSWM05"", ""HSWM06"", ""House Committee on Ways and Means"", ""Joint Economic Committee""]",False
S001189,Scott,Austin,Austin Scott,,Republican,house,GA,8.0,Austin Scott,"[""Austin Scott""]","[""HLIG01"", ""HLIG02"", ""HLIG06"", ""HSAG03"", ""HSAG16"", ""HSAG22"", ""HSAS03"", ""HSAS26"", ""HSRU04"", ""House Committee on Agriculture"", ""House Committee on Armed Services"", ""House Committee on Rules"", ""House Permanent Select Committee on Intelligence""]",True
S000185,Scott,Robert,"Robert C. ""Bobby"" Scott",Bobby,Democrat,house,VA,3.0,"Robert C. ""Bobby"" Scott","[""Bobby Scott"", ""Robert C. \""Bobby\"" Scott"", ""Robert Scott""]","[""House Committee on Education and Workforce"", ""House Committee on the Budget""]",False
S001184,Scott,Tim,Tim Scott,,Republican,senate,SC,,Tim Scott,"[""Tim Scott""]","[""SSBK04"", ""SSBK05"", ""SSBK08"", ""SSBK09"", ""SSBK12"", ""SSBK13"", ""SSFI10"", ""SSFI12"", ""SSFI13"", ""SSHR09"", ""SSHR11"", ""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Committee on Finance"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on Small Business and Entrepreneurship""]",True
S001185,Sewell,Terri,Terri A. Sewell,,Democrat,house,AL,7.0,Terri A. Sewell,"[""Terri A. Sewell"", ""Terri Sewell""]","[""HSHA08"", ""HSWM01"", ""HSWM04"", ""HSWM06"", ""House Committee on House Administration"", ""House Committee on Ways and Means"", ""Joint Committee on Printing""]",False
S000344,Sherman,Brad,Brad Sherman,,Democrat,house,CA,32.0,Brad Sherman,"[""Brad Sherman""]","[""HSBA16"", ""HSBA20"", ""HSBA21"", ""HSFA05"", ""HSFA13"", ""House Committee on Financial Services"", ""House Committee on Foreign Affairs""]",True
S001148,Simpson,Michael,Michael K. Simpson,Mike,Republican,house,ID,2.0,Michael K. Simpson,"[""Michael K. Simpson"", ""Michael Simpson"", ""Mike Simpson""]","[""HSAP06"", ""HSAP07"", ""HSAP10"", ""House Committee on Appropriations""]",False
S000510,Smith,Adam,Adam Smith,,Democrat,house,WA,9.0,Adam Smith,"[""Adam Smith""]","[""House Committee on Armed Services""]",True
S001172,Smith,Adrian,Adrian Smith,,Republican,house,NE,3.0,Adrian Smith,"[""Adrian Smith""]","[""HSWM02"", ""HSWM04"", ""House Committee on Ways and Means"", ""Joint Committee on Taxation""]",False
S000522,Smith,Christopher,Christopher H. Smith,Chris,Republican,house,NJ,4.0,Christopher H. Smith,"[""Chris Smith"", ""Christopher H. Smith"", ""Christopher Smith""]","[""HSFA07"", ""HSFA16"", ""House Committee on Foreign Affairs""]",False
S001156,Sánchez,Linda,Linda T. Sánchez,,Democrat,house,CA,38.0,Linda T. Sánchez,"[""Linda S\u00e1nchez"", ""Linda T. S\u00e1nchez""]","[""HSWM02"", ""HSWM04"", ""House Committee on Ways and Means""]",False
T000193,Thompson,Bennie,Bennie G. Thompson,,Democrat,house,MS,2.0,Bennie G. Thompson,"[""Bennie G. Thompson"", ""Bennie Thompson""]","[""House Committee on Homeland Security""]",False
T000460,Thompson,Mike,Mike Thompson,,Democrat,house,CA,4.0,Mike Thompson,"[""Mike Thompson""]","[""HSWM02"", ""HSWM05"", ""House Committee on Ways and Means""]",False
T000467,Thompson,Glenn,Glenn Thompson,,Republican,house,PA,15.0,Glenn Thompson,"[""Glenn Thompson""]","[""HSED13"", ""HSED14"", ""House Committee on Agriculture"", ""House Committee on Education and Workforce""]",False
T000250,Thune,John,John Thune,,Republican,senate,SD,,John Thune,"[""John Thune""]","[""SSAF13"", ""SSAF14"", ""SSAF17"", ""SSCM33"", ""SSCM34"", ""SSCM35"", ""SSCM38"", ""SSFI10"", ""SSFI11"", ""SSFI13"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Finance"", ""Senate Select Committee on Intelligence""]",True
T000469,Tonko,Paul,Paul Tonko,,Democrat,house,NY,20.0,Paul Tonko,"[""Paul Tonko""]","[""HSIF02"", ""HSIF03"", ""HSIF18"", ""House Committee on Energy and Commerce"", ""House Committee on the Budget""]",False
T000463,Turner,Michael,Michael R. Turner,,Republican,house,OH,10.0,Michael R. Turner,"[""Michael R. Turner"", ""Michael Turner""]","[""HSAS25"", ""HSAS29"", ""HSGO06"", ""House Committee on Armed Services"", ""House Committee on Oversight and Government Reform""]",True
V000128,Van Hollen,Chris,Chris Van Hollen,,Democrat,senate,MD,,Chris Van Hollen,"[""Chris Van Hollen""]","[""SSAP14"", ""SSAP16"", ""SSAP17"", ""SSAP23"", ""SSAP24"", ""SSBK05"", ""SSBK09"", ""SSBK13"", ""SSFR02"", ""SSFR09"", ""SSFR14"", ""Senate Committee on Appropriations"", ""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Committee on Foreign Relations"", ""Senate Committee on the Budget""]",True
V000081,Velázquez,Nydia,Nydia M. Velázquez,,Democrat,house,NY,7.0,Nydia M. Velázquez,"[""Nydia M. Vel\u00e1zquez"", ""Nydia Vel\u00e1zquez""]","[""HSBA04"", ""HSBA20"", ""House Committee on Financial Services"", ""House Committee on Small Business""]",True
W000798,Walberg,Tim,Tim Walberg,,Republican,house,MI,5.0,Tim Walberg,"[""Tim Walberg""]","[""HSII13"", ""HSII24"", ""House Committee on Education and Workforce"", ""House Committee on Natural Resources""]",False
W000797,Wasserman Schultz,Debbie,Debbie Wasserman Schultz,,Democrat,house,FL,25.0,Debbie Wasserman Schultz,"[""Debbie Wasserman Schultz""]","[""HSAP01"", ""HSAP10"", ""HSAP18"", ""House Committee on Appropriations""]",False
W000187,Waters,Maxine,Maxine Waters,,Democrat,house,CA,43.0,Maxine Waters,"[""Maxine Waters""]","[""House Committee on Financial Services""]",True
W000806,Webster,Daniel,Daniel Webster,,Republican,house,FL,11.0,Daniel Webster,"[""Daniel Webster""]","[""HSII06"", ""HSII13"", ""HSPW07"", ""HSPW12"", ""HSPW14"", ""HSSY16"", ""HSSY21"", ""House Committee on Natural Resources"", ""House Committee on Science, Space, and Technology"", ""House Committee on Transportation and Infrastructure""]",False
W000800,Welch,Peter,Peter Welch,,Democrat,senate,VT,,Peter Welch,"[""Peter Welch""]","[""SSAF14"", ""SSAF15"", ""SSAF17"", ""SSFI10"", ""SSFI12"", ""SSJU01"", ""SSJU21"", ""SSJU25"", ""SSJU26"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Finance"", ""Senate Committee on Rules and Administration"", ""Senate Committee on the Judiciary""]",True
W000795,Wilson,Joe,Joe Wilson,,Republican,house,SC,2.0,Joe Wilson,"[""Joe Wilson""]","[""HSAS03"", ""HSAS29"", ""HSED02"", ""HSED13"", ""HSFA13"", ""HSFA14"", ""House Committee on Armed Services"", ""House Committee on Education and Workforce"", ""House Committee on Foreign Affairs""]",True
W000808,Wilson,Frederica,Frederica S. Wilson,,Democrat,house,FL,24.0,Frederica S. Wilson,"[""Frederica S. Wilson"", ""Frederica Wilson""]","[""HSED13"", ""HSED14"", ""HSPW02"", ""HSPW05"", ""HSPW14"", ""House Committee on Education and Workforce"", ""House Committee on Transportation and Infrastructure""]",False
W000804,Wittman,Robert,Robert J. Wittman,,Republican,house,VA,1.0,Robert J. Wittman,"[""Robert J. Wittman"", ""Robert Wittman""]","[""HSAS25"", ""HSAS28"", ""HSII06"", ""HSII13"", ""House Committee on Armed Services"", ""House Committee on Natural Resources"", ""House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party""]",True
W000809,Womack,Steve,Steve Womack,,Republican,house,AR,3.0,Steve Womack,"[""Steve Womack""]","[""HSAP02"", ""HSAP20"", ""HSAP23"", ""House Committee on Appropriations""]",False
W000779,Wyden,Ron,Ron Wyden,,Democrat,senate,OR,,Ron Wyden,"[""Ron Wyden""]","[""Joint Committee on Taxation"", ""SSEG01"", ""SSEG03"", ""SSEG07"", ""SSFI02"", ""SSFI10"", ""SSFI11"", ""SSFI12"", ""SSFI13"", ""SSFI14"", ""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Finance"", ""Senate Committee on the Budget"", ""Senate Select Committee on Intelligence""]",True
Y000064,Young,Todd,Todd Young,,Republican,senate,IN,,Todd Young,"[""Todd Young""]","[""SSCM34"", ""SSCM35"", ""SSCM37"", ""SSCM38"", ""SSFI02"", ""SSFI10"", ""SSFI13"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Finance"", ""Senate Committee on Small Business and Entrepreneurship"", ""Senate Select Committee on Intelligence""]",True
A000369,Amodei,Mark,Mark E. Amodei,,Republican,house,NV,2.0,Mark E. Amodei,"[""Mark Amodei"", ""Mark E. Amodei""]","[""HSAP06"", ""HSAP15"", ""HSAP23"", ""HSII10"", ""HSII15"", ""House Committee on Appropriations"", ""House Committee on Natural Resources""]",False
B001278,Bonamici,Suzanne,Suzanne Bonamici,,Democrat,house,OR,1.0,Suzanne Bonamici,"[""Suzanne Bonamici""]","[""HSED13"", ""HSED14"", ""HSSY18"", ""HSSY21"", ""House Committee on Education and Workforce"", ""House Committee on Science, Space, and Technology""]",False
D000617,DelBene,Suzan,Suzan K. DelBene,,Democrat,house,WA,1.0,Suzan K. DelBene,"[""Suzan DelBene"", ""Suzan K. DelBene""]","[""HSWM04"", ""HSWM05"", ""HSWM06"", ""House Committee on Ways and Means""]",False
M001184,Massie,Thomas,Thomas Massie,,Republican,house,KY,4.0,Thomas Massie,"[""Thomas Massie""]","[""HSJU03"", ""HSJU10"", ""HSPW02"", ""HSPW05"", ""HSPW12"", ""House Committee on Transportation and Infrastructure"", ""House Committee on the Judiciary""]",False
S001194,Schatz,Brian,Brian Schatz,,Democrat,senate,HI,,Brian Schatz,"[""Brian Schatz""]","[""SSAP02"", ""SSAP16"", ""SSAP18"", ""SSAP19"", ""SSAP20"", ""SSAP24"", ""SSCM34"", ""SSCM35"", ""SSCM36"", ""SSCM38"", ""SSFR01"", ""SSFR02"", ""SSFR15"", ""Senate Committee on Appropriations"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Foreign Relations"", ""Senate Committee on Indian Affairs"", ""Senate Select Committee on Ethics""]",False
F000454,Foster,Bill,Bill Foster,,Democrat,house,IL,11.0,Bill Foster,"[""Bill Foster""]","[""HSBA10"", ""HSBA20"", ""HSBA21"", ""House Committee on Financial Services"", ""House Committee on Science, Space, and Technology""]",True
T000468,Titus,Dina,Dina Titus,,Democrat,house,NV,1.0,Dina Titus,"[""Dina Titus""]","[""HSFA07"", ""HSFA14"", ""HSPW05"", ""HSPW12"", ""HSPW13"", ""HSPW14"", ""House Committee on Foreign Affairs"", ""House Committee on Transportation and Infrastructure""]",False
C001095,Cotton,Tom,Tom Cotton,,Republican,senate,AR,,Tom Cotton,"[""Tom Cotton""]","[""Joint Economic Committee"", ""SSAS14"", ""SSAS16"", ""SSAS20"", ""SSAS21"", ""SSEG01"", ""SSEG03"", ""Senate Committee on Armed Services"", ""Senate Committee on Energy and Natural Resources"", ""Senate Select Committee on Intelligence""]",True
H001068,Huffman,Jared,Jared Huffman,,Democrat,house,CA,2.0,Jared Huffman,"[""Jared Huffman""]","[""HSII06"", ""HSPW02"", ""HSPW12"", ""House Committee on Natural Resources"", ""House Committee on Transportation and Infrastructure""]",False
