doc_id,last,first,filing_type,state_district,filing_date_raw,disclosure_date,declarant_name,url_pdf
20019598,Doggett,Lloyd,P,TX35,10/7/2021,2021-10-07,Lloyd Doggett,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019598.pdf
20019848,Doggett,Lloyd,P,TX35,11/18/2021,2021-11-18,Lloyd Doggett,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019848.pdf
20019957,Doggett,Lloyd,P,TX35,12/6/2021,2021-12-06,Lloyd Doggett,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019957.pdf
20018007,Dunn,"Neal Patrick MD, Facs",P,FL02,1/15/2021,2021-01-15,"Neal Patrick MD, Facs Dunn",https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018007.pdf
20018369,Dunn,"Neal Patrick MD, Facs",P,FL02,3/24/2021,2021-03-24,"Neal Patrick MD, Facs Dunn",https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018369.pdf
20018181,Evans,Dwight,P,PA03,2/9/2021,2021-02-09,Dwight Evans,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018181.pdf
20019061,Evans,Dwight,P,PA03,7/9/2021,2021-07-09,Dwight Evans,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019061.pdf
20020081,Evans,Dwight,P,PA03,12/22/2021,2021-12-22,Dwight Evans,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020081.pdf
20018760,Fallon,Patrick,P,TX04,6/17/2021,2021-06-17,Patrick Fallon,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018760.pdf
20018998,Fallon,Patrick,P,TX04,7/2/2021,2021-07-02,Patrick Fallon,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018998.pdf
20019260,Fallon,Patrick,P,TX04,8/18/2021,2021-08-18,Patrick Fallon,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019260.pdf
20019418,Fallon,Patrick,P,TX04,9/3/2021,2021-09-03,Patrick Fallon,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019418.pdf
20019582,Fallon,Patrick,P,TX04,10/5/2021,2021-10-05,Patrick Fallon,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019582.pdf
20019752,Fallon,Patrick,P,TX04,11/4/2021,2021-11-04,Patrick Fallon,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019752.pdf
20019902,Fallon,Patrick,P,TX04,11/30/2021,2021-11-30,Patrick Fallon,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019902.pdf
20020096,Fallon,Patrick,P,TX04,12/29/2021,2021-12-29,Patrick Fallon,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020096.pdf
8217884,Fleischmann,"Charles J. ""Chuck""",P,TN03,3/3/2021,2021-03-03,"Charles J. ""Chuck"" Fleischmann",https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217884.pdf
